adv_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
still,3829,216.14,1394.73,0,5,16,68,59429,827615,6.452785414548041,59429,63,162.5,-89.5,22.192409653821237,6.688721975036586
highly,3829,199.37,1294.19,0,1,6,43,35433,763371,6.491534861083252,35433,42,106.0,-62.0,11.202184363303415,3.12177693456887
just,3829,166.82,1491.18,0,4,12,46,66624,638740,8.939029348533536,66624,42,109.0,-59.0,16.64200726259473,5.5476534733543925
always,3829,166.03,1315.83,0,3,10,39,52227,635712,7.925447618738375,52227,36,93.0,-51.0,14.549277895692518,5.0726742109776435
completely,3829,161.3,1915.14,0,3,12,54,105447,617630,11.872922532959523,105447,51,130.5,-73.5,15.342849761481572,4.383424450442327
relatively,3829,159.81,1623.99,0,1,3,18,56893,611899,10.162200073218706,56893,17,43.5,-24.5,6.858622300589006,2.6062569857680558
particularly,3829,146.97,850.69,0,3,13,51,26237,562756,5.788103130056062,26237,48,123.0,-69.0,16.54453301705223,4.962850139986601
only,3829,115.34,1089.32,0,3,10,36,52689,441646,9.44421189512153,52689,33,85.5,-46.5,13.474470741234235,4.9542295123793005
all,3829,115.24,851.75,0,3,10,34,34808,441248,7.3911749006810625,34808,31,80.5,-43.5,13.658771527978727,5.087824602746163
far,3829,115.06,2092.62,0,0,0,2,103094,440555,18.187626843995762,103094,2,5.0,-3.0,2.4604571983709445,1.5066550501131946
now,3829,113.09,1942.56,0,1,5,20,113460,433006,17.177690996344403,113460,19,48.5,-27.5,8.306881294298769,3.3587325846090716
almost,3829,109.85,996.71,0,2,9,41,51155,420604,9.073643748433382,51155,39,99.5,-56.5,12.621292107428289,3.984898581149734
truly,3829,108.17,548.33,0,3,11,47,18442,414175,5.069231094692076,18442,44,113.0,-63.0,15.155797901356525,4.859100416809951
incredibly,3829,105.85,539.79,0,2,8,36,16476,405292,5.0996516786011945,16476,34,87.0,-49.0,11.54355055374095,3.635641469260735
fairly,3829,102.61,632.22,0,2,8,32,18037,392905,6.161258323958875,18037,30,77.0,-43.0,11.63785404191707,4.128833599154108
increasingly,3829,101.94,722.11,0,2,8,33,22310,390334,7.083549010228291,22310,31,79.5,-44.5,11.681889106093605,3.9682481327703076
rather,3829,100.03,359.8,0,5,19,65,10644,382998,3.5971274694672046,10644,60,155.0,-85.0,20.51371246021109,5.787710252201057
especially,3829,98.88,971.06,0,1,6,23,39839,378595,9.821033546414341,39839,22,56.0,-32.0,8.865311473770944,3.3438421270915772
slightly,3829,96.79,1092.74,0,1,5,28,54565,370600,11.29011768556841,54565,27,68.5,-39.5,8.374449500816612,2.9048700663055
absolutely,3829,91.22,659.47,0,1,4,20,18745,349296,7.229113924557386,18745,19,48.5,-27.5,7.32210918598785,2.8681050171170868
totally,3829,89.63,917.44,0,2,8,33,47688,343199,10.235700732741673,47688,31,79.5,-44.5,11.33963869570879,3.9280257531023044
often,3829,82.75,330.71,0,6,18,54,11740,316831,3.996697616511718,11740,48,126.0,-66.0,19.648502321630247,6.64108104004449
super,3829,81.06,609.45,0,0,2,15,22961,310367,7.518736954689831,22961,15,37.5,-22.5,5.635399300541779,2.235019016340461
entirely,3829,75.96,1112.52,0,1,4,18,45558,290850,14.646173252743708,45558,17,43.5,-24.5,6.896907398273098,2.8517601135064456
somewhat,3829,75.43,296.63,0,5,17,54,10862,288811,3.9326107682279288,10862,49,127.5,-68.5,18.421789311494837,5.998741876272061
well,3829,69.58,1517.29,0,0,1,6,68835,266435,21.805363152532497,68835,6,15.0,-9.0,3.564920088304671,2.0083445818854364
already,3829,67.45,446.17,0,1,5,22,15719,258269,6.614790489504804,15719,21,53.5,-30.5,8.128163071189272,3.222686558389207
that,3829,66.64,793.71,0,0,1,6,24306,255166,11.910325447739213,24306,6,15.0,-9.0,3.6477744117380206,1.877488701643466
equally,3829,63.51,522.16,0,3,11,34,29768,243194,8.221160467090499,29768,31,80.5,-43.5,12.99783955420887,4.878535417100721
no,3829,62.71,1674.14,0,0,0,0,91759,240105,26.697884051011396,91759,0,0.0,0.0,1.540852714364092,1.203647965634593
fully,3829,59.22,586.45,0,0,1,6,24951,226759,9.902648444249738,24951,6,15.0,-9.0,3.554256688085084,1.8196966734537254
long,3829,54.99,682.27,0,0,3,10,25154,210574,12.406150161873779,25154,10,25.0,-15.0,5.008396528152724,2.4309681234180096
potentially,3829,53.47,444.97,0,0,2,11,19385,204744,8.321641180691893,19385,11,27.5,-16.5,5.084082757473079,2.3410719909033713
perfectly,3829,49.4,448.76,0,0,1,7,14603,189151,9.084342120493014,14603,7,17.5,-10.5,3.9410981768378996,2.008638332734509
mostly,3829,49.12,238.94,0,1,5,23,6208,188087,4.864260598213178,6208,22,56.0,-32.0,8.27201930360124,3.352000937550309
nearly,3829,45.57,697.1,0,0,1,5,37460,174481,15.298013057825688,37460,5,12.5,-7.5,3.1989936251647406,1.752164106488073
deeply,3829,45.15,382.9,0,0,2,10,14867,172894,8.479868853119534,14867,10,25.0,-15.0,4.321768417950958,2.0161554827992645
largely,3829,43.19,257.18,0,0,2,14,7602,165374,5.954575215597034,7602,14,35.0,-21.0,5.314396105051016,2.3058075179810023
seemingly,3829,42.39,332.88,0,1,5,17,16257,162313,7.852615977038866,16257,16,41.0,-23.0,6.832271703606592,2.9752951671188193
actually,3829,40.54,247.03,0,1,4,14,9921,155232,6.093284636556589,9921,13,33.5,-18.5,6.221701685353326,2.816006510563605
sometimes,3829,37.58,174.83,0,2,7,24,5999,143889,4.652346108845983,5999,22,57.0,-31.0,9.290332714602586,3.8313568472114983
both,3829,36.53,118.35,0,2,6,21,2890,139887,3.2395424268085513,2890,19,49.5,-26.5,8.688344526714445,3.6723546997165184
significantly,3829,35.98,607.73,0,0,0,1,23377,137776,16.889776750561705,23377,1,2.5,-1.5,1.8490394424939367,1.3479964944362557
probably,3829,35.14,359.37,0,0,2,8,17196,134558,10.226194346814822,17196,8,20.0,-12.0,4.209853923160481,2.166774701211083
politically,3829,34.26,449.08,0,0,1,4,21885,131168,13.10921049406718,21885,4,10.0,-6.0,2.7917610677949023,1.6349122073822895
generally,3829,34.03,192.65,0,1,5,15,6811,130308,5.660840749903903,6811,14,36.0,-20.0,6.97784762878185,3.2775056256466737
never,3829,33.7,319.4,0,0,2,8,12243,129031,9.478278924773988,12243,8,20.0,-12.0,4.051267895913736,2.123474693640885
usually,3829,33.65,159.14,0,2,6,18,5828,128852,4.728944086181212,5828,16,42.0,-22.0,7.879583580820655,3.598699239922363
least,3829,32.43,319.4,0,0,2,9,11874,124179,9.8484030447199,11874,9,22.5,-13.5,4.361606114799765,2.203488013091685
easily,3829,31.36,670.07,0,0,0,1,38353,120074,21.367517724351412,38353,1,2.5,-1.5,1.8080819566709208,1.2964481163129806
surprisingly,3829,31.24,210.33,0,0,2,11,7767,119605,6.733419827286805,7767,11,27.5,-16.5,4.7557195195274,2.2760282612284306
ever,3829,30.78,248.65,0,0,2,9,7639,117855,8.07826458468081,7639,9,22.5,-13.5,4.476813970910006,2.244889705892194
overly,3829,30.66,194.09,0,0,1,9,5135,117381,6.331126348788417,5135,9,22.5,-13.5,4.046813635403912,1.9662041344777779
simply,3829,30.5,168.79,0,1,3,13,5444,116795,5.533529647812132,5444,12,31.0,-17.0,5.67796393940913,2.6758131044451963
currently,3829,30.39,695.64,0,0,1,4,41561,116378,22.887485131664917,41561,4,10.0,-6.0,2.6296019219209557,1.6035045287827874
definitely,3829,27.52,454.77,0,0,2,8,27032,105357,16.52784851354684,27032,8,20.0,-12.0,4.151185931572016,2.236077021054692
certainly,3829,27.39,230.85,0,1,2,9,8838,104892,8.427156735298773,8838,8,21.0,-11.0,4.710551194205736,2.463006282351832
once,3829,26.47,281.45,0,1,4,13,16333,101335,10.634813166588115,16333,12,31.0,-17.0,5.8084132698226405,2.8618638409261803
otherwise,3829,25.64,105.41,0,1,4,15,4247,98158,4.111991067369525,4247,14,36.0,-20.0,6.530739731584958,3.0504335295269605
any,3829,25.63,637.76,0,0,0,0,35498,98144,24.88178722682693,35498,0,0.0,0.0,1.2541663707390416,1.077713182392841
immediately,3829,25.47,633.05,0,0,0,2,27616,97543,24.84997676385509,27616,2,5.0,-3.0,2.0062260459193944,1.4179500862333418
yet,3829,25.33,282.52,0,0,2,7,10699,96987,11.153617574767223,10699,7,17.5,-10.5,3.8044730612565294,2.102526088862202
real,3829,24.32,299.3,0,0,1,4,16440,93123,12.30654934697347,16440,4,10.0,-6.0,2.81858145063976,1.66412967397258
clearly,3829,22.84,206.74,0,0,2,9,11438,87469,9.05032031387868,11438,9,22.5,-13.5,4.425098350612138,2.29478829592614
readily,3829,22.68,1069.39,0,0,0,0,65625,86827,47.159241751004906,65625,0,0.0,0.0,1.2212733458456437,1.0894714594775177
virtually,3829,22.42,319.11,0,0,0,1,17006,85854,14.231838297627272,17006,1,2.5,-1.5,1.8716969640327787,1.3050342507866959
utterly,3829,22.25,79.21,0,0,3,12,1770,85193,3.5600669669093845,1770,12,30.0,-18.0,4.947485228325914,2.313158550808119
environmentally,3829,21.59,701.52,0,0,0,0,41730,82671,32.49165082094356,41730,0,0.0,0.0,1.3520083418131574,1.1399101192662697
mentally,3829,21.12,640.08,0,0,0,0,38528,80881,30.30222536707376,38528,0,0.0,0.0,1.4886444690600757,1.2001258540917823
hugely,3829,20.71,334.97,0,0,0,3,15341,79286,16.176736691830385,15341,3,7.5,-4.5,2.342770765160494,1.5281616056232215
exceptionally,3829,20.12,140.72,0,0,1,6,5047,77042,6.993905229149722,5047,6,15.0,-9.0,3.4415873395750367,1.9011948973054829
unusually,3829,20.01,218.84,0,0,1,5,10282,76635,10.934154827845724,10282,5,12.5,-7.5,3.1161026699579724,1.8133272615943516
about,3829,19.18,315.02,0,0,1,3,17174,73456,16.420854079975662,17174,3,7.5,-4.5,2.473990753992885,1.617604869352692
previously,3829,19.15,230.6,0,0,1,4,11496,73336,12.040006011114283,11496,4,10.0,-6.0,2.9027032601755187,1.7836204332656027
physically,3829,18.88,206.15,0,0,0,2,9368,72300,10.917808811452558,9368,2,5.0,-3.0,2.116264370361734,1.4293076120140464
remarkably,3829,18.64,132.96,0,0,1,7,5967,71372,7.133180553254977,5967,7,17.5,-10.5,3.605510798812147,1.9892350784497583
terribly,3829,17.77,138.29,0,0,1,7,7220,68037,7.782919127989837,7220,7,17.5,-10.5,3.623887201524275,1.9907340274267449
socially,3829,17.76,266.41,0,0,0,2,10329,67994,15.002278742915514,10329,2,5.0,-3.0,1.938430923216025,1.3732615187096422
seriously,3829,17.6,218.29,0,0,1,6,12144,67401,12.400984044777486,12144,6,15.0,-9.0,3.2949356732387978,1.9167593885891372
however,3829,17.15,118.79,0,0,2,9,4266,65681,6.925070887435205,4266,9,22.5,-13.5,4.289636509449534,2.276481946006338
genuinely,3829,17.0,120.11,0,0,1,6,5149,65101,7.064361320675582,5149,6,15.0,-9.0,3.373864055939691,1.9144120618564322
purely,3829,16.77,96.62,0,0,0,3,2780,64220,5.7608914191438485,2780,3,7.5,-4.5,2.515836870920954,1.5470932835010476
reasonably,3829,16.55,124.4,0,0,0,3,5219,63388,7.51424059946938,5219,3,7.5,-4.5,2.4492230913308095,1.531437264427646
partly,3829,16.49,644.61,0,0,0,1,39342,63136,39.093366884811694,39342,1,2.5,-1.5,1.7797439133915471,1.3779360811999466
wildly,3829,15.35,273.25,0,0,0,2,13596,58757,17.806600457592968,13596,2,5.0,-3.0,2.241959779973867,1.5097988253552175
exactly,3829,15.32,197.39,0,0,1,4,9253,58654,12.885940094006692,9253,4,10.0,-6.0,2.8588516944301356,1.7759090845605299
perhaps,3829,15.12,144.95,0,0,2,6,7306,57895,9.586785290406791,7306,6,15.0,-9.0,3.715151991672887,2.1789471737453074
damn,3829,14.9,286.94,0,0,0,2,17022,57053,19.25739931644848,17022,2,5.0,-3.0,2.1337811531630604,1.4674579411756559
then,3829,14.74,124.98,0,0,2,5,6395,56444,8.478461412805569,6395,5,12.5,-7.5,3.3652772637677772,2.035185779854111
financially,3829,14.62,149.42,0,0,0,1,3773,55965,10.222863557654966,3773,1,2.5,-1.5,1.712087014294619,1.261712620770339
sexually,3829,14.5,293.18,0,0,0,1,12996,55512,20.222749816064532,12996,1,2.5,-1.5,1.6531179728868035,1.2600549488324675
hardly,3829,14.43,167.47,0,0,1,4,9006,55243,11.60791126349639,9006,4,10.0,-6.0,2.9534821358741667,1.8288227547706826
obviously,3829,14.39,64.5,0,0,2,7,1596,55092,4.4831041158973655,1596,7,17.5,-10.5,3.966730567005844,2.2256528647955744
historically,3829,14.23,193.02,0,0,1,3,6459,54495,13.5620551864644,6459,3,7.5,-4.5,2.4010706122801118,1.6004125626019348
way,3829,14.16,293.94,0,0,0,0,12437,54225,20.756086304502364,12437,0,0.0,0.0,1.4745764259363088,1.1978277382123452
necessarily,3829,13.93,106.13,0,0,2,6,3831,53347,7.6174210964851365,3831,6,15.0,-9.0,3.5589076257933794,2.0674283243197786
little,3829,13.9,460.14,0,0,0,2,28272,53219,33.10615544382741,28272,2,5.0,-3.0,2.0530789132218907,1.482246240480707
directly,3829,13.79,359.93,0,0,0,0,20288,52804,26.09984513617154,20288,0,0.0,0.0,1.4526891274651799,1.1986098397763922
apparently,3829,13.66,48.85,0,1,2,8,1299,52293,3.576876600438651,1299,7,18.5,-9.5,4.320086250929821,2.381155159513459
barely,3829,13.61,171.9,0,0,0,1,6634,52101,12.633203935566605,6634,1,2.5,-1.5,1.7142309299985723,1.2827590072923605
considerably,3829,13.51,200.05,0,0,0,1,7820,51724,14.809010775045934,7820,1,2.5,-1.5,1.6137203353812826,1.2725506755527585
inherently,3829,13.46,88.95,0,0,1,5,2728,51540,6.608276208805549,2728,5,12.5,-7.5,3.0625863163739817,1.8152182567648794
therefore,3829,13.38,89.88,0,0,1,4,3676,51226,6.71845400748285,3676,4,10.0,-6.0,3.002151664773873,1.824444826569424
economically,3829,13.3,148.0,0,0,0,1,6808,50921,11.128499442689886,6808,1,2.5,-1.5,1.7344144565616442,1.264165020352456
typically,3829,13.06,51.71,0,1,3,10,1341,49991,3.9604570389358895,1341,9,23.5,-12.5,4.83741231821127,2.6915134298935617
predominantly,3829,12.91,197.01,0,0,0,1,8049,49445,15.256130138131756,8049,1,2.5,-1.5,1.6909657514960534,1.2876776733192008
downright,3829,12.84,58.81,0,0,1,7,1730,49153,4.580906339154922,1730,7,17.5,-10.5,3.419499630629402,1.9181118681953389
emotionally,3829,12.65,78.84,0,0,0,2,1506,48444,6.231883876676657,1506,2,5.0,-3.0,2.1640123241183167,1.4450518178348728
naturally,3829,12.59,71.46,0,0,1,5,1902,48211,5.675272148227036,1902,5,12.5,-7.5,3.104623676081434,1.8466098207115356
wonderfully,3829,12.57,46.05,0,0,1,7,795,48144,3.662251542226275,795,7,17.5,-10.5,3.4369665731604737,1.902341747290226
brand,3829,12.33,751.22,0,0,0,0,46484,47221,60.914234490589195,46484,0,0.0,0.0,1.0338623464009078,1.01651944939246
consistently,3829,12.2,125.85,0,0,1,3,5756,46721,10.313838898089477,5756,3,7.5,-4.5,2.610537216532864,1.7040303550721583
extraordinarily,3829,12.15,78.6,0,0,1,4,2674,46541,6.466773745042866,2674,4,10.0,-6.0,2.8361006198230054,1.7263590950856913
similarly,3829,11.99,33.98,0,1,4,10,831,45919,2.8338413137390526,831,9,23.5,-12.5,5.209948155546053,2.8841792238950936
morally,3829,11.92,126.06,0,0,0,1,5420,45642,10.575302856357226,5420,1,2.5,-1.5,1.841670652817776,1.3271446614535904
widely,3829,11.83,410.5,0,0,0,0,24789,45278,34.71485592318413,24789,0,0.0,0.0,1.358641640772964,1.1617219062244535
amazingly,3829,11.79,68.31,0,0,1,3,1892,45160,5.791709422677304,1892,3,7.5,-4.5,2.634558262296502,1.6526770216398867
visually,3829,11.7,182.95,0,0,0,1,7965,44806,15.634205025419377,7965,1,2.5,-1.5,1.856477598375106,1.347193315333507
mutually,3829,11.57,334.49,0,0,0,0,16386,44311,28.903656652937002,16386,0,0.0,0.0,1.3413562426312076,1.1546779509389407
technically,3829,11.38,95.68,0,0,0,2,2273,43578,8.407227593122752,2273,2,5.0,-3.0,1.9518578366975823,1.3925434265585928
wholly,3829,11.34,69.62,0,0,1,4,2347,43424,6.139244361326831,2347,4,10.0,-6.0,2.889664608098242,1.7552525668197945
uniquely,3829,10.86,95.7,0,0,1,4,4299,41584,8.811812001329129,4299,4,10.0,-6.0,2.8078085645707214,1.758670258780613
indeed,3829,10.84,48.74,0,0,2,6,1651,41524,4.494849395937615,1651,6,15.0,-9.0,3.571791830975793,2.1155373592220665
sufficiently,3829,10.75,64.37,0,0,1,4,2200,41154,5.988803827682014,2200,4,10.0,-6.0,2.9600045124079877,1.8339267986527903
heavily,3829,10.58,191.51,0,0,0,1,8557,40514,18.099668672323748,8557,1,2.5,-1.5,1.665714802262469,1.2894867593383594
fundamentally,3829,10.57,176.82,0,0,0,2,9634,40457,16.73508053071136,9634,2,5.0,-3.0,2.1912924770692612,1.5273787335902467
ridiculously,3829,10.55,82.71,0,0,1,3,2301,40397,7.839527853363039,2301,3,7.5,-4.5,2.3825095523719506,1.5829788359287749
vastly,3829,10.51,338.14,0,0,0,1,20462,40245,32.17137005383151,20462,1,2.5,-1.5,1.4772790629705128,1.2130007919358459
finally,3829,10.49,252.46,0,0,0,1,13550,40181,24.057910559260534,13550,1,2.5,-1.5,1.5537961566610856,1.2534281452513563
immensely,3829,10.41,134.1,0,0,0,1,6667,39851,12.884614561058976,6667,1,2.5,-1.5,1.8875768235239994,1.376693115544987
critically,3829,10.4,331.75,0,0,0,0,17445,39809,31.908995021716574,17445,0,0.0,0.0,1.227745832848463,1.10994143569875
notoriously,3829,10.28,112.35,0,0,0,3,5964,39345,10.933702868772894,5964,3,7.5,-4.5,2.3947713799424735,1.5696439332442467
openly,3829,10.25,372.64,0,0,0,1,22852,39258,36.345159763178444,22852,1,2.5,-1.5,1.5022907691378737,1.229531741755247
thoroughly,3829,10.1,84.97,0,0,1,5,2988,38663,8.41547852673918,2988,5,12.5,-7.5,2.9518293268227023,1.869045479643554
essentially,3829,10.0,64.42,0,0,1,5,2416,38279,6.444331535134606,2416,5,12.5,-7.5,2.895111853260814,1.7786947515055163
substantially,3829,9.91,142.21,0,0,0,1,4480,37950,14.3482681497368,4480,1,2.5,-1.5,1.486168749941858,1.211362261419193
ultimately,3829,9.72,91.91,0,0,1,4,4714,37217,9.455596115030374,4714,4,10.0,-6.0,2.667737918620533,1.7247030914176489
kinda,3829,9.65,66.51,0,0,0,3,2053,36946,6.892913143596683,2053,3,7.5,-4.5,2.300352944027214,1.5371132920987793
legally,3829,9.64,102.17,0,0,0,1,3323,36929,10.59405856866953,3323,1,2.5,-1.5,1.6161550848316033,1.2458799815424133
possibly,3829,9.53,52.94,0,0,1,5,2029,36498,5.553969204869129,2029,5,12.5,-7.5,3.1413184165119534,1.9315026412629606
second,3829,9.51,324.32,0,0,0,0,19283,36398,34.118220357049275,19283,0,0.0,0.0,1.2776287278246068,1.1338550063611719
wide,3829,9.45,531.2,0,0,0,0,32807,36195,56.19446903519866,32807,0,0.0,0.0,1.0814385892173468,1.0438724305334801
mainly,3829,9.45,68.89,0,0,0,2,2053,36184,7.289692798227297,2053,2,5.0,-3.0,2.247356692834491,1.5255630322024805
likely,3829,9.23,55.31,0,0,1,3,1339,35325,5.995097041700792,1339,3,7.5,-4.5,2.5115942620136233,1.6429073783915402
culturally,3829,9.13,122.7,0,0,0,1,5041,34965,13.436387527257372,5041,1,2.5,-1.5,1.7231582712542486,1.3108334762738723
personally,3829,9.13,204.89,0,0,0,1,11685,34957,22.44288420177307,11685,1,2.5,-1.5,1.7129062969570354,1.3112517968883164
exceedingly,3829,9.07,71.76,0,0,1,3,2749,34730,7.911142142062012,2749,3,7.5,-4.5,2.5643266622742042,1.6697289599219503
plain,3829,9.01,92.62,0,0,0,2,4348,34483,10.284943504606773,4348,2,5.0,-3.0,1.988891179999739,1.4170439892699294
comparatively,3829,8.88,90.81,0,0,0,1,3191,33987,10.230411634333915,3191,1,2.5,-1.5,1.8728038434162673,1.3757910395362805
publicly,3829,8.85,367.22,0,0,0,0,22216,33886,41.49512438808701,22216,0,0.0,0.0,1.3490477271405705,1.171728980254666
half,3829,8.73,135.07,0,0,0,1,6245,33414,15.478602164892685,6245,1,2.5,-1.5,1.6434118201490617,1.2930957688024212
painfully,3829,8.71,112.37,0,0,0,2,4224,33339,12.906108971996806,4224,2,5.0,-3.0,1.956877355080503,1.4257027235852284
commercially,3829,8.7,252.35,0,0,0,0,13413,33298,29.018759088885012,13413,0,0.0,0.0,1.2749107085694504,1.1220757411772353
profoundly,3829,8.49,46.82,0,0,1,4,1357,32508,5.5149496065011645,1357,4,10.0,-6.0,2.569286021108366,1.6542284140884924
primarily,3829,8.47,109.69,0,0,0,2,5054,32413,12.95758386985928,5054,2,5.0,-3.0,1.9574530001581387,1.3997144348248625
merely,3829,8.27,30.04,0,0,2,6,821,31655,3.6341288483447283,821,6,15.0,-9.0,3.303941682182465,2.029065199485669
overwhelmingly,3829,8.25,122.93,0,0,0,2,6757,31585,14.90272275326464,6757,2,5.0,-3.0,1.9594582739433464,1.433349543269698
intensely,3829,8.19,72.49,0,0,0,3,3643,31371,8.847240852267536,3643,3,7.5,-4.5,2.301567751458571,1.5578680161094858
practically,3829,8.19,87.27,0,0,0,2,4582,31360,10.655621004760931,4582,2,5.0,-3.0,1.9654498960817706,1.4103281897678694
closely,3829,7.99,438.89,0,0,0,0,27148,30597,54.92360977434688,27148,0,0.0,0.0,1.120271515774093,1.0585078080677683
dangerously,3829,7.89,139.33,0,0,0,2,7407,30216,17.655450998555775,7407,2,5.0,-3.0,1.9447724598619325,1.4263603664883655
normally,3829,7.88,35.94,0,0,1,4,1109,30190,4.5579724691256525,1109,4,10.0,-6.0,2.802305823306371,1.7936211507521576
strictly,3829,7.88,67.22,0,0,0,1,2568,30157,8.534393333990598,2568,1,2.5,-1.5,1.9164966907975336,1.3632380961419113
somehow,3829,7.57,49.17,0,0,1,4,1501,29001,6.4914764431101855,1501,4,10.0,-6.0,2.7211841964117824,1.789861423674204
decidedly,3829,7.51,49.19,0,0,1,5,2673,28761,6.548970755183108,2673,5,12.5,-7.5,2.9563490960980707,1.886973784172306
moderately,3829,7.15,53.52,0,0,0,2,1982,27393,7.480831707506212,1982,2,5.0,-3.0,1.9939590577707567,1.429132170979119
insanely,3829,7.14,48.41,0,0,0,2,1212,27328,6.782610861121959,1212,2,5.0,-3.0,1.9511289663428644,1.4100428920996302
supposedly,3829,7.1,24.81,0,0,1,5,593,27173,3.496569619034038,593,5,12.5,-7.5,3.077150813640036,1.95914303922805
statistically,3829,7.08,274.42,0,0,0,0,16885,27101,38.77165118314521,16885,0,0.0,0.0,1.32501147563931,1.143782216407923
newly,3829,7.05,81.35,0,0,0,2,3541,27012,11.53196458870658,3541,2,5.0,-3.0,1.8808421566900417,1.4153919920478584
awfully,3829,7.05,58.63,0,0,0,2,1983,27000,8.315097110505288,1983,2,5.0,-3.0,2.067512901301277,1.4766158202157669
basically,3829,7.03,39.3,0,0,1,3,1151,26921,5.589712488706281,1151,3,7.5,-4.5,2.482211543073808,1.6683192380083613
enormously,3829,7.0,73.57,0,0,0,1,2986,26812,10.506466803388497,2986,1,2.5,-1.5,1.710606867789615,1.3135478609436007
distinctly,3829,6.82,104.23,0,0,1,3,6165,26117,15.281757143427784,6165,3,7.5,-4.5,2.255177608919819,1.5948166638203083
traditionally,3829,6.68,42.16,0,0,0,2,999,25581,6.310811773270531,999,2,5.0,-3.0,2.202713069987642,1.547636562585288
extra,3829,6.67,81.62,0,0,0,1,4411,25525,12.243932318959894,4411,1,2.5,-1.5,1.8758676825093323,1.3584021346423398
tremendously,3829,6.66,49.62,0,0,0,2,1647,25517,7.445534977006701,1647,2,5.0,-3.0,1.9477682378613523,1.4190037381670206
mildly,3829,6.64,38.49,0,0,0,3,1104,25415,5.799321716726036,1104,3,7.5,-4.5,2.243929527506684,1.543542121031181
instantly,3829,6.62,108.17,0,0,0,1,5764,25360,16.33283097317434,5764,1,2.5,-1.5,1.7020131189257923,1.3127959224244932
radically,3829,6.54,254.51,0,0,0,1,15522,25028,38.93789340272487,15522,1,2.5,-1.5,1.4647448090498576,1.2262400968416136
unbelievably,3829,6.52,32.79,0,0,0,3,1068,24946,5.03227691776552,1068,3,7.5,-4.5,2.237478303153591,1.5343022492435665
over,3829,6.41,111.93,0,0,0,0,4574,24544,17.46179825258283,4574,0,0.0,0.0,1.43089503289076,1.1907156574259814
beautifully,3829,6.34,39.16,0,0,0,3,1588,24284,6.17508764267724,1588,3,7.5,-4.5,2.2103205798034753,1.5093940009466007
again,3829,6.3,30.21,0,0,1,3,904,24138,4.79297255467695,904,3,7.5,-4.5,2.4165991371867217,1.654078629853266
darn,3829,6.27,129.06,0,0,0,1,7657,24022,20.572115443882733,7657,1,2.5,-1.5,1.619883291680389,1.280992524265492
initially,3829,6.16,41.5,0,0,0,2,1506,23582,6.738315288872131,1506,2,5.0,-3.0,2.136816668919321,1.5205153343226165
strangely,3829,6.15,38.09,0,0,1,3,1294,23563,6.189525883429681,1294,3,7.5,-4.5,2.5439283070693777,1.7261885997458046
thus,3829,6.06,39.98,0,0,1,3,1643,23211,6.595731435443531,1643,3,7.5,-4.5,2.225724944304171,1.5730832812503144
