key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] ever~quarterly,137,0.4461482,8.049468,0.44771242,1349.6494,ever,quarterly,114075,306,72839571,0.47923058,136.52076942,0.996502,2.7141483,11.663756,2.456176,0.0011986404,0.0012009643,0.4461482,0.2236734,direct
[_direct_] ever~olympic,218,0.4415263,8.230633,0.44308943,2141.7976,ever,olympic,114075,492,72839571,0.7705276,217.2294724,0.99646544,2.7062325,14.712636,2.4516683,0.0019072558,0.0019110234,0.4415263,0.22171678,direct
[_direct_] ever~watchful,416,0.22137631,7.0459766,0.22293676,3399.8664,ever,watchful,114075,1866,72839571,2.9223669,413.0776331,0.99297506,2.2641695,20.252798,2.1533587,0.0036267857,0.0036467237,0.22137631,0.112501554,direct
[_direct_] ever~diminishing,71,0.15798542,5.751816,0.15955056,527.77405,ever,diminishing,114075,445,72839571,0.69692029,70.30307971,0.99018425,2.0856166,8.343441,2.0080752,0.00061725493,0.0006223975,0.15798542,0.079301335,direct
[_direct_] ever~scarcer,82,0.14889371,5.745479,0.15045871,599.19187,ever,scarcer,114075,545,72839571,0.85353159,81.14646841,0.98959106,2.055208,8.961128,1.9825943,0.0007124589,0.0007188253,0.14889371,0.074803084,direct
[_direct_] ever~joint,195,0.13199818,5.9524436,0.13356164,1375.5068,ever,joint,114075,1460,72839571,2.286525,192.713475,0.9882742,1.9941144,13.800499,1.9308586,0.0016920075,0.0017094017,0.13199818,0.06684509,direct
[_direct_] ever~nearer,223,0.119896606,5.8448553,0.12145969,1528.2756,ever,nearer,114075,1836,72839571,2.8753835,220.1246165,0.9871059,1.946843,14.740635,1.8896091,0.001932675,0.0019548542,0.119896606,0.06091464,direct
[_direct_] ever~shrinking,120,0.11977019,5.599734,0.12133468,822.0243,ever,shrinking,114075,989,72839571,1.5488858,118.4511142,0.9870926,1.9466636,10.813058,1.8891618,0.0010399905,0.0010519396,0.11977019,0.060405094,direct
[_direct_] ever~closer,6307,0.101113774,6.0781164,0.10259455,41328.731,ever,closer,114075,61475,72839571,96.276797,6210.723203,0.98473495,1.8870313,78.20432,1.8163012,0.054529607,0.05528819,0.101113774,0.077821694,direct
[_direct_] ever~vigilant,923,0.09518674,5.803037,0.09674038,5892.4527,ever,vigilant,114075,9541,72839571,14.942284,908.057716,0.9838112,1.8379763,29.889084,1.7907847,0.007972668,0.0080911685,0.09518674,0.051579703,direct
