hit_id,adv_form_lower,adj_form_lower,bigram_lower,neg_form_lower,all_forms_lower,text_window,token_str
pcc_eng_14_006.2279_x0084646_074:11-13-14,ever,deeper,ever_deeper,not,not_ever_deeper,time you miss i do not deep ever deeper inside my finger always strikes does,pull my trigger bang every time you miss I do not deep ever deeper inside my finger always strikes does n't lie I know about hiding living in the shadows breaking with the glass every moment getting way too close spending my time getting lost going deep in the darkness keep my secrets never forget No regrets
