,corpus,corpus_slice,kind,ADJ_form_per_lemma,ADJ_forms,ADJ_lemmas,ADJ_tok_per_form,ADJ_tok_per_lemma,ADJ_tok_per_mill,ADJ_tok_per_sent,ADJ_tokens,ADJ_xpos,ADV_form_per_lemma,ADV_forms,ADV_lemmas,ADV_tok_per_form,ADV_tok_per_lemma,ADV_tok_per_mill,ADV_tok_per_sent,ADV_tokens,ADV_xpos,NEG_form_per_lemma,NEG_forms,NEG_lemmas,NEG_tok_per_mill,NEG_tok_per_sent,NEG_tokens,NEG_xpos,file_MB,sentences,tok_per_sent,tokens
0,News,apw_eng_199411,BiRC,1.0223556890223557,3064,2997,7.805809399477806,7.9803136469803135,104799.37953789595,2.4707644628099175,23917,3,1.0614617940199336,639,602,25.15962441314554,26.705980066445182,70446.1105000942,1.6608471074380164,16077,3,1.4666666666666666,22,15,8299.118821122003,0.1956611570247934,1894,7,10.65,9680,23.576136363636362,228217
1,News,apw_eng_199411,Full,1.0331745771062573,12582,12178,20.87776188205373,21.570372803415996,60330.11101462503,1.4224354531277075,262684,3,1.091844232182219,1486,1361,69.84993270524899,76.26524614254225,23838.850226831608,0.5620613845087506,103797,3,2.0,30,15,5654.196689060062,0.13331203430947844,24619,8,167.4,184672,23.577537471841968,4354111
2,News,apw_eng_199411,diff,-0.010818888083901523,-9518,-9181,-13.071952482575924,-13.590059156435682,44469.26852327092,1.04832900968221,-238767,0,-0.030382438162285474,-847,-759,-44.69030829210345,-49.559266076097074,46607.2602732626,1.0987857229292657,-87720,0,-0.5333333333333334,-8,0,2644.922132061941,0.06234912271531495,-22725,-1,-156.75,-174992,-0.0014011082056057944,-4125894
3,News,apw_eng_199412,BiRC,1.017474185861795,3843,3777,9.75696070778038,9.927455652634366,107004.24638144377,2.5239633817986,37496,3,1.0708215297450425,756,706,32.44444444444444,34.742209631728045,69996.80379891329,1.6510500807754442,24528,3,1.5714285714285714,22,14,7536.756312497147,0.1777732902530964,2641,7,16.24,14856,23.58750673128702,350416
4,News,apw_eng_199412,Full,1.03246155868051,15712,15218,24.968177189409367,25.77868313838875,60343.7919497413,1.423259020080904,392300,3,1.092511013215859,1736,1589,89.28801843317973,97.54814348646948,23842.796654034413,0.5623523863079798,155004,3,1.9333333333333333,29,15,5582.146851532276,0.13165962232662762,36290,10,244.45,275635,23.585839969524915,6501083
5,News,apw_eng_199412,diff,-0.014987372818714872,-11869,-11441,-15.211216481628988,-15.851227485754384,46660.45443170246,1.100704361717696,-354804,0,-0.021689483470816562,-980,-883,-56.84357398873529,-62.80593385474144,46154.00714487887,1.0886976944674644,-130476,0,-0.36190476190476195,-7,-1,1954.6094609648708,0.04611366792646879,-33649,-3,-228.20999999999998,-260779,0.001666761762106006,-6150667
6,News,apw_eng_199501,BiRC,1.0192901234567902,3963,3888,9.598031794095382,9.783179012345679,102360.06458557589,2.416121450803532,38037,3,1.065948855989233,792,743,32.782828282828284,34.94481830417227,69870.82884822389,1.6492409324779267,25964,3,1.5,21,14,7580.731969860065,0.17893667026615004,2817,6,16.7,15743,23.60414152321667,371600
7,News,apw_eng_199501,Full,1.0318304086076597,16111,15614,24.940289243374092,25.734148840783913,59545.68909382929,1.4050191619111558,401813,3,1.0918984280532043,1806,1654,89.60852713178295,97.84340991535672,23982.443333395575,0.5658813080452053,161833,3,1.7333333333333334,26,15,5588.933455325433,0.13187451046212376,37714,8,251.31,285984,23.595648707620008,6747978
8,News,apw_eng_199501,diff,-0.012540285150869579,-12148,-11726,-15.34225744927871,-15.950969828438234,42814.3754917466,1.011102288892376,-363776,0,-0.025949572063971305,-1014,-911,-56.825698848954666,-62.89859161118444,45888.38551482831,1.0833596244327213,-135869,0,-0.2333333333333334,-5,-1,1991.798514534632,0.04706215980402628,-34897,-2,-234.61,-270241,0.008492815596660819,-6376378
9,News,apw_eng_199502,BiRC,1.0182097973839446,3970,3899,8.461460957178842,8.615542446781227,106803.33967099282,2.5179521774979388,33592,3,1.0724637681159421,740,690,29.883783783783784,32.04927536231884,70309.86703632814,1.657596881792969,22114,3,1.5333333333333334,23,15,7430.322839101876,0.1751742747919946,2337,7,14.43,13341,23.57559403343078,314522
10,News,apw_eng_199502,Full,1.0299940011997601,15453,15003,22.503462110916974,23.178430980470573,60406.42221022476,1.4236598406628949,347746,3,1.0934579439252337,1755,1605,79.27293447293447,86.6816199376947,24167.015820671724,0.5695687417608961,139124,3,2.1333333333333333,32,15,5581.7739524858725,0.13155136697480574,32133,10,217.66,244262,23.568021223112886,5756772
11,News,apw_eng_199502,diff,-0.011784203815815575,-11483,-11104,-14.042001153738132,-14.562888533689346,46396.91746076806,1.094292336835044,-314154,0,-0.020994175809291526,-1015,-915,-49.38915068915068,-54.63234457537587,46142.85121565642,1.0880281400320728,-117010,0,-0.5999999999999999,-9,0,1848.548886616003,0.04362290781718886,-29796,-3,-203.23,-230921,0.0075728103178924755,-5442250
12,News,apw_eng_199503,BiRC,1.021097046413502,4356,4266,9.24196510560147,9.43694327238631,107594.2431814841,2.5362565362565364,40258,3,1.0773263433813893,822,763,32.47566909975669,34.98689384010485,71345.52937875003,1.6817866817866818,26695,3,1.5,21,14,7796.025817486938,0.18377118377118376,2917,8,17.38,15873,23.572418572418574,374165
13,News,apw_eng_199503,Full,1.0296994486928686,17370,16869,23.90449050086356,24.61444069002312,60211.43411248963,1.4190641212295199,415221,3,1.0946027895694361,1805,1649,91.0415512465374,99.6543359611886,23829.587057748577,0.5616161201905661,164330,3,1.9333333333333333,29,15,5388.882822613355,0.1270052836275897,37162,9,260.7,292602,23.568017306785325,6896049
14,News,apw_eng_199503,diff,-0.008602402279366483,-13014,-12603,-14.66252539526209,-15.17749741763681,47382.809068994466,1.1171924150270165,-374963,0,-0.0172764461880468,-983,-886,-58.5658821467807,-64.66744212108375,47515.94232100145,1.1201705615961157,-137635,0,-0.43333333333333335,-8,-1,2407.142994873583,0.05676590014359406,-34245,-1,-243.32,-276729,0.004401265633248386,-6521884
15,News,apw_eng_199504,BiRC,1.0187515420676043,4129,4053,8.722693146040204,8.886257093510979,107251.12414758345,2.528858306417638,36016,3,1.0663956639566397,787,738,30.243964421855146,32.2520325203252,70879.36630832912,1.6712540373543041,23802,3,1.6,24,15,7712.694678538459,0.18185648083134393,2590,7,15.44,14242,23.57885128493189,335810
16,News,apw_eng_199504,Full,1.030852436850839,16773,16271,23.583616526560544,24.311228566160654,59906.398523966236,1.4119561958337499,395568,3,1.0882882882882883,1812,1665,86.16556291390728,93.77297297297298,23645.25394962155,0.5573037878896043,156132,3,2.1333333333333333,32,15,5377.3219582738475,0.12674010194320307,35507,8,250.02,280156,23.569372064135695,6603101
17,News,apw_eng_199504,diff,-0.012100894783234617,-12644,-12218,-14.86092338052034,-15.424971472649675,47344.72562361722,1.116902110583888,-359552,0,-0.021892624331648625,-1025,-927,-55.921598492052134,-61.52094045264778,47234.11235870757,1.1139502494646998,-132330,0,-0.5333333333333332,-8,0,2335.3727202646114,0.05511637888814086,-32917,-1,-234.58,-265914,0.009479220796194454,-6267291
18,News,apw_eng_199505,BiRC,1.0234625833539146,4144,4049,11.31780888030888,11.583353914546802,106318.68630082333,2.507538494439692,46901,3,1.063257065948856,790,743,40.060759493670886,42.594885598923284,71742.04780385188,1.6920444824636443,31648,3,1.5384615384615385,20,13,7410.4131152297705,0.1747754491017964,3269,7,20.62,18704,23.585115483319075,441136
19,News,apw_eng_199505,Full,1.0311314880851306,18217,17667,27.27112038206071,28.120110941302993,61911.46948237043,1.4614198892752293,496798,3,1.0931712962962963,1889,1728,103.84489147697194,113.52025462962963,24446.031562265205,0.5770484376746622,196163,3,1.9333333333333333,29,15,5421.512502789953,0.12797477216701672,43504,8,312.11,339942,23.604994381394473,8024329
20,News,apw_eng_199505,diff,-0.007668904731215953,-14073,-13618,-15.953311501751832,-16.53675702675619,44407.21681845291,1.0461186051644629,-449897,0,-0.02991423034744023,-1099,-985,-63.78413198330105,-70.92536903070635,47296.01624158667,1.114996044788982,-164515,0,-0.3948717948717948,-9,-2,1988.9006124398175,0.046800676934779684,-40235,-1,-291.49,-321238,-0.019878898075397444,-7583193
21,News,apw_eng_199506,BiRC,1.0202872122179165,4476,4387,11.191465594280608,11.41850923182129,107308.4939793879,2.532251541805682,50093,3,1.084,813,750,41.99876998769988,45.526666666666664,73144.92098549099,1.7260640986755635,34145,3,1.6153846153846154,21,13,8016.057821868714,0.1891618643211,3742,7,22.01,19782,23.597866747548277,466813
22,News,apw_eng_199506,Full,1.0302125021137478,18277,17741,29.103627509985227,29.982920917648386,61308.130850428206,1.4477513227513228,531927,3,1.107378524295141,1846,1667,117.0,129.56328734253148,24893.364535617075,0.5878404859886341,215982,3,2.0,30,15,5687.570537077608,0.1343082500489908,49347,9,335.09,367416,23.614344503233394,8676288
23,News,apw_eng_199506,diff,-0.009925289895831302,-13801,-13354,-17.91216191570462,-18.564411685827096,46000.363128959696,1.0845002190543593,-481834,0,-0.02337852429514098,-1033,-917,-75.00123001230011,-84.03662067586481,48251.55644987391,1.1382236126869294,-181837,0,-0.3846153846153846,-9,-2,2328.4872847911065,0.05485361427210919,-45605,-2,-313.08,-347634,-0.016477755685116335,-8209475
24,News,apw_eng_199507,BiRC,1.0191194968553459,4051,3975,11.41051592199457,11.628679245283019,106057.75540453104,2.5031950611935447,46224,3,1.0688741721854305,807,755,39.17596034696406,41.87417218543046,72538.42023871256,1.7120654175240984,31615,3,1.5,21,14,8126.872828895141,0.19181197877179681,3542,7,20.37,18466,23.602187804613884,435838
25,News,apw_eng_199507,Full,1.0307998312338014,17102,16591,29.194831013916502,30.09402688204448,62628.35117936326,1.47877750365037,499290,3,1.093692590324556,1786,1633,110.16181410974244,120.48315982853643,24679.17536139026,0.5827234574409795,196749,3,2.066666666666667,31,15,5766.1132315170535,0.13614917796331563,45969,8,311.23,337637,23.611950112102644,7972268
26,News,apw_eng_199507,diff,-0.011680334378455504,-13051,-12616,-17.784315091921933,-18.465347636761464,43429.40422516778,1.0244175575431747,-453066,0,-0.024818418139125553,-979,-878,-70.98585376277838,-78.60898764310596,47859.2448773223,1.129341960083119,-165134,0,-0.5666666666666669,-10,-1,2360.759597378087,0.05566280080848118,-42427,-1,-290.86,-319171,-0.009762307488760058,-7536430
27,News,apw_eng_199508,BiRC,1.019122896481387,3997,3922,11.455591693770328,11.674655787863335,106288.69353674304,2.5081069237510953,45788,3,1.0595238095238095,801,756,38.616729088639204,40.91534391534392,71803.13332048868,1.6943470639789657,30932,3,1.6,24,15,7551.260593933457,0.1781879929886065,3253,7,20.32,18256,23.597118755477652,430789
28,News,apw_eng_199508,Full,1.0333870871408948,17302,16743,28.1392324586753,29.078719464850984,59605.10645216264,1.4089118853111318,486865,3,1.096987951807229,1821,1660,108.36518396485448,118.87530120481928,24158.759556601133,0.5710511313487344,197333,3,2.0,30,15,5363.131254762385,0.1267706714588741,43807,9,311.37,345561,23.63743593750452,8168176
29,News,apw_eng_199508,diff,-0.014264190659507792,-13305,-12821,-16.683640764904972,-17.404063676987647,46683.5870845804,1.0991950384399636,-441077,0,-0.03746414228341943,-1020,-904,-69.74845487621528,-77.95995728947537,47644.37376388755,1.1232959326302314,-166401,0,-0.3999999999999999,-6,0,2188.1293391710724,0.051417321529732385,-40554,-2,-291.05,-327305,-0.04031718202686818,-7737387
30,News,apw_eng_199509,BiRC,1.0218297767966642,4166,4077,10.257081132981277,10.480990924699533,108254.29156279768,2.5518662287249927,42731,3,1.082262210796915,842,778,33.982185273159146,36.77763496143959,72487.89039541152,1.708748880262765,28613,3,1.5384615384615385,20,13,8243.651324456334,0.1943266646760227,3254,8,19.05,16745,23.57288742908331,394728
31,News,apw_eng_199509,Full,1.0328450446326392,18050,17476,25.957229916897507,26.80979629205768,61695.84567505706,1.4565576930251067,468528,3,1.1043478260869566,1778,1610,103.95106861642294,114.79813664596273,24337.787019969823,0.5745831105363294,184825,3,1.8,27,15,5498.700448423643,0.12981707847843119,41758,8,297.42,321668,23.60868348732233,7594158
32,News,apw_eng_199509,diff,-0.011015267835974951,-13884,-13399,-15.70014878391623,-16.328805367358147,46558.445887740614,1.095308535699886,-425797,0,-0.022085615290041494,-936,-832,-69.9688833432638,-78.02050168452314,48150.1033754417,1.1341657697264358,-156212,0,-0.2615384615384615,-7,-2,2744.9508760326908,0.0645095861975915,-38504,0,-278.37,-304923,-0.03579605823902199,-7199430
33,News,apw_eng_199510,BiRC,1.0193581253183903,4002,3926,7.796851574212893,7.947784004075395,110642.65857256326,2.6078562473882156,31203,3,1.0838068181818181,763,704,26.70773263433814,28.946022727272727,72258.31158515828,1.7031341412452987,20378,3,1.4,21,15,7687.50709179621,0.18119515252820728,2168,7,13.43,11965,23.570079398244882,282016
34,News,apw_eng_199510,Full,1.0316518298714143,16688,16176,20.723993288590606,21.379945598417407,61736.741020831745,1.457920207743154,345842,3,1.097394540942928,1769,1612,75.09101187111362,82.40446650124069,23712.74087659453,0.5599790907864562,132836,3,2.066666666666667,31,15,5253.769134414267,0.12406835963847296,29431,8,214.15,237216,23.61511449480642,5601883
35,News,apw_eng_199510,diff,-0.012293704553024032,-12686,-12250,-12.927141714377711,-13.432161594342013,48905.917551731516,1.1499360396450617,-314639,0,-0.013587722761109866,-1006,-908,-48.38327923677548,-53.458443773967964,48545.570708563755,1.1431550504588426,-112458,0,-0.666666666666667,-10,0,2433.7379573819435,0.057126792889734324,-27263,-1,-200.72,-225251,-0.04503509656153781,-5319867
36,News,apw_eng_199511,BiRC,1.024712159505757,3649,3561,7.914223074815018,8.109800617803987,108314.79890931322,2.55272695129497,28879,3,1.061493411420205,725,683,26.073103448275862,27.676427525622255,70898.3913495186,1.6709095730575445,18903,3,1.3333333333333333,20,15,8195.15342002318,0.19314063466808096,2185,7,12.5,11313,23.567665517546185,266621
37,News,apw_eng_199511,Full,1.0336863595763686,16202,15674,20.686088137267003,21.382927140487432,60930.24262037348,1.4387218077388668,335156,3,1.0933246921581334,1687,1543,74.67457024303498,81.64355152300713,22902.01650677347,0.5407762905981438,125976,3,2.066666666666667,31,15,5271.739654088216,0.12447951097641595,28998,9,209.31,232954,23.612605922199233,5500651
38,News,apw_eng_199511,diff,-0.008974200070611671,-12553,-12113,-12.771865062451985,-13.273126522683445,47384.55628893974,1.1140051435561034,-306277,0,-0.0318312807379284,-962,-860,-48.60146679475912,-53.967123997384874,47996.37484274513,1.1301332824594006,-107073,0,-0.7333333333333336,-11,0,2923.4137659349635,0.06866112369166501,-26813,-2,-196.81,-221641,-0.044940404653047494,-5234030
39,News,apw_eng_199512,BiRC,1.0223140495867769,3711,3630,7.361897062786311,7.526170798898072,108249.4650923211,2.551125221776076,27320,3,1.0686813186813187,778,728,22.904884318766065,24.478021978021978,70607.81361439101,1.664020916985713,17820,3,1.7142857142857142,24,14,7508.518900071321,0.1769539639555514,1895,8,11.84,10709,23.5670930992623,252380
40,News,apw_eng_199512,Full,1.0328557784145176,16221,15705,19.556130941372295,20.198662846227315,58965.14881255544,1.3932590191582996,317220,3,1.0896774193548386,1689,1550,70.05328596802842,76.33548387096774,21993.43171143547,0.5196721743484334,118320,3,1.8,27,15,4829.372458542976,0.11411090907493786,25981,10,198.46,227682,23.628516966646462,5379788
41,News,apw_eng_199512,diff,-0.010541728827740737,-12510,-12075,-12.194233878585983,-12.672492047329243,49284.31627976566,1.1578662026177764,-289900,0,-0.02099610067351998,-911,-822,-47.148401649262354,-51.85746189294576,48614.38190295554,1.1443487426372796,-100500,0,-0.08571428571428585,-3,-1,2679.1464415283444,0.06284305488061355,-24086,-2,-186.62,-216973,-0.0614238673841605,-5127408
42,News,apw_eng_199601,BiRC,1.0236263736263735,3726,3640,7.902039720880301,8.088736263736264,108027.88479178133,2.5474130472400067,29443,3,1.0559646539027983,717,679,27.301255230125523,28.82916053019146,71821.68409466153,1.693632116283094,19575,3,1.4666666666666666,22,15,8369.106585947533,0.19735248312856896,2281,7,12.77,11558,23.581069389167677,272550
43,News,apw_eng_199601,Full,1.0356572304939613,16207,15649,20.780033318936262,21.52099175666177,59467.15429514236,1.404616128924627,336782,3,1.086354647330257,1648,1517,77.86650485436893,84.59063941990772,22658.761773995782,0.5352006940042041,128324,3,1.9333333333333333,29,15,5193.0596285434995,0.12266023823028928,29410,7,210.99,239768,23.620032698275,5663328
44,News,apw_eng_199601,diff,-0.012030856867587758,-12481,-12009,-12.877993598055962,-13.432255492925504,48560.730496638964,1.1427969183153797,-307339,0,-0.03038999342745874,-931,-838,-50.56524962424341,-55.76147888971626,49162.92232066575,1.1584314222788898,-108749,0,-0.4666666666666668,-7,0,3176.0469574040335,0.07469224489827968,-27129,0,-198.22,-228210,-0.038963309107323596,-5390778
45,News,apw_eng_199602,BiRC,1.022240990990991,3631,3552,7.272101349490499,7.43384009009009,106914.5210205164,2.5183595612780163,26405,3,1.076219512195122,706,656,25.15014164305949,27.067073170731707,71894.49858891458,1.6934668574153553,17756,3,1.4615384615384615,19,13,8264.061253659307,0.19465903671912255,2041,6,11.5,10485,23.554887935145445,246973
