,corpus,corpus_slice,kind,ADJ_form_per_lemma,ADJ_forms,ADJ_lemmas,ADJ_tok_per_form,ADJ_tok_per_lemma,ADJ_tok_per_mill,ADJ_tok_per_sent,ADJ_tokens,ADJ_xpos,ADV_form_per_lemma,ADV_forms,ADV_lemmas,ADV_tok_per_form,ADV_tok_per_lemma,ADV_tok_per_mill,ADV_tok_per_sent,ADV_tokens,ADV_xpos,NEG_form_per_lemma,NEG_forms,NEG_lemmas,NEG_tok_per_mill,NEG_tok_per_sent,NEG_tokens,NEG_xpos,file_MB,sentences,tok_per_sent,tokens
46,News,apw_eng_199602,Full,1.0342723004694836,15421,14910,19.890279489008496,20.5719651240778,58758.689917684045,1.3877274022865778,306728,3,1.097609561752988,1653,1506,71.89171203871749,78.90903054448872,22765.141864283076,0.5376534300928837,118837,3,1.9333333333333333,29,15,5225.731926216397,0.1234181939926435,27279,8,195.09,221029,23.617398621900293,5220130
47,News,apw_eng_199602,diff,-0.012031309478492513,-11790,-11358,-12.618178139517997,-13.13812503398771,48155.83110283236,1.1306321589914385,-280323,0,-0.021390049557866053,-947,-850,-46.741570395657995,-51.84195737375701,49129.3567246315,1.1558134273224716,-101081,0,-0.4717948717948719,-10,-2,3038.3293274429097,0.07124084272647904,-25238,-2,-183.59,-210544,-0.06251068675484817,-4973157
48,News,apw_eng_199603,BiRC,1.0224375318714942,4010,3922,7.915211970074813,8.092809790922999,109588.47352992967,2.583428292365294,31740,3,1.0585774058577406,759,717,27.288537549407113,28.88702928870293,71512.17592161006,1.6858212599706983,20712,3,1.6,24,15,7640.809449330005,0.18012371805306854,2213,7,13.66,12286,23.573905258017255,289629
49,News,apw_eng_199603,Full,1.0339479789962145,16934,16378,21.164284870674383,21.882769568933934,60281.83417601012,1.4241164736829557,358396,3,1.094139650872818,1755,1604,76.26552706552707,83.44513715710723,22512.75789105417,0.5318482726832021,133846,3,1.8666666666666667,28,15,5123.340296770243,0.12103535694701624,30460,8,223.13,251662,23.624305616263083,5945340
50,News,apw_eng_199603,diff,-0.011510447124720269,-12924,-12456,-13.24907290059957,-13.789959778010935,49306.639353919556,1.1593118186823381,-326656,0,-0.03556224501507743,-996,-887,-48.97698951611996,-54.55810786840429,48999.41803055589,1.1539729872874962,-113134,0,-0.2666666666666666,-4,0,2517.469152559762,0.0590883611060523,-28247,-1,-209.47,-239376,-0.05040035824582745,-5655711
51,News,apw_eng_199604,BiRC,1.02387339055794,3817,3728,7.71417343463453,7.898336909871245,108434.66668630729,2.5575436463128636,29445,3,1.055944055944056,755,715,25.309933774834438,26.725874125874125,70371.13417247905,1.6597759054981325,19109,3,1.5714285714285714,22,14,8134.901637291655,0.1918700599322505,2209,7,12.76,11513,23.58603317988361,271546
52,News,apw_eng_199604,Full,1.031894816305989,16403,15896,21.302505639212338,21.98194514343231,61006.16303228172,1.441153665316627,349425,3,1.10006373486297,1726,1569,74.62224797219004,82.08922880815807,22486.862091240815,0.5312090141960389,128798,3,2.0,30,15,5200.69137699251,0.12285636512113238,29788,10,215.65,242462,23.623083204790852,5727700
53,News,apw_eng_199604,diff,-0.008021425748048872,-12586,-12168,-13.588332204577808,-14.083608233561066,47428.50365402557,1.1163899809962365,-319980,0,-0.044119678918913996,-971,-854,-49.312314197355605,-55.36335468228394,47884.27208123824,1.1285668913020936,-109689,0,-0.4285714285714286,-8,-1,2934.2102602991445,0.06901369481111813,-27579,-3,-202.89000000000001,-230949,-0.03705002490724141,-5456154
54,News,apw_eng_199605,BiRC,1.0220334483674012,3850,3767,7.859220779220779,8.032386514467746,108419.74760106349,2.5555743243243243,30258,3,1.0546448087431695,772,732,25.642487046632123,27.043715846994534,70932.5574562315,1.6719594594594596,19796,3,1.5333333333333334,23,15,8416.881060046868,0.19839527027027026,2349,6,13.15,11840,23.571114864864864,279082
55,News,apw_eng_199605,Full,1.0333702745967246,16784,16242,21.148355576739753,21.854082009604728,61579.76202496333,1.4536869048837924,354954,3,1.0957446808510638,1751,1598,74.83323814962878,81.99812265331664,22732.46943946827,0.5366356097061534,131033,3,1.8666666666666667,28,15,5275.380482133136,0.12453363366438006,30408,7,218.27,244175,23.60656905907648,5764134
56,News,apw_eng_199605,diff,-0.011336826229323416,-12934,-12475,-13.289134797518974,-13.821695495136982,46839.98557610015,1.101887419440532,-324696,0,-0.04109987210789434,-979,-866,-49.19075110299666,-54.95440680632211,48200.08801676323,1.135323849753306,-111237,0,-0.33333333333333326,-5,0,3141.500577913732,0.07386163660589021,-28059,-1,-205.12,-232335,-0.03545419421161711,-5485052
57,News,apw_eng_199606,BiRC,1.0249262932189762,3824,3731,7.489016736401673,7.675690163495042,110414.97183527588,2.6025081788440567,28638,3,1.0747800586510263,733,682,25.347885402455663,27.24340175953079,71635.9444339488,1.688476917484551,18580,3,1.6428571428571428,23,14,8096.635269714342,0.19083969465648856,2100,8,12.17,11004,23.570247182842603,259367
58,News,apw_eng_199606,Full,1.0326675128599105,15458,14969,19.853538620778885,20.50210434898791,62208.22411955162,1.4691962640087703,306896,3,1.093432633716994,1615,1477,71.79814241486068,78.50643195666892,23504.028790073797,0.5551039557272592,115954,3,2.0,30,15,5383.13893938967,0.1271357240996328,26557,9,186.47,208887,23.61739600836816,4933367
59,News,apw_eng_199606,diff,-0.007741219640934327,-11634,-11238,-12.364521884377211,-12.826414185492869,48206.74771572426,1.1333119148352864,-278258,0,-0.018652575065967625,-882,-795,-46.45025701240502,-51.26303019713813,48131.915643875,1.1333729617572919,-97374,0,-0.3571428571428572,-7,-1,2713.4963303246723,0.06370397055685575,-24457,-1,-174.3,-197883,-0.047148825525557214,-4674000
60,News,apw_eng_199607,BiRC,1.022060731897223,3938,3853,7.373031995937024,7.535686478069037,104687.59577283495,2.4672841604350784,29035,3,1.0825035561877667,761,703,26.484888304862025,28.669985775248932,72670.17368009259,1.712695445275323,20155,3,1.5333333333333334,23,15,8354.095381631085,0.19688987083616588,2317,7,12.77,11768,23.56806594153637,277349
61,News,apw_eng_199607,Full,1.031512476243026,16825,16311,18.897533432392272,19.49304150573233,59501.06098507398,1.4047556983109406,317951,3,1.0929230769230769,1776,1625,70.48479729729729,77.03446153846154,23426.258496348633,0.5530686271477739,125181,3,1.8666666666666667,28,15,5194.232597795613,0.12263021397107877,27756,9,199.72,226339,23.60891848068605,5343619
62,News,apw_eng_199607,diff,-0.009451744345803093,-12887,-12458,-11.52450143645525,-11.957355027663292,45186.53478776097,1.0625284621241378,-288916,0,-0.010419520735310162,-1015,-922,-43.999908992435266,-48.36447576321261,49243.91518374396,1.159626818127549,-105026,0,-0.33333333333333326,-5,0,3159.8627838354714,0.0742596568650871,-25439,-2,-186.95,-214571,-0.04085253914967879,-5066270
63,News,apw_eng_199608,BiRC,1.0184445127574546,3313,3253,6.5858738303652276,6.707347064248386,107438.30139252724,2.5323816155988856,21819,3,1.0721003134796239,684,638,21.33625730994152,22.87460815047022,71861.8896614209,1.6938254410399258,14594,3,1.4666666666666666,22,15,8356.148194835634,0.19695914577530177,1697,7,9.53,8616,23.570566388115136,203084
64,News,apw_eng_199608,Full,1.0316112458969602,14457,14014,17.437089299301377,17.988297416868846,58165.93007850121,1.3742558712575503,252088,3,1.0970670391061452,1571,1432,60.45894334818587,66.32751396648045,21915.59377989481,0.5177882204147496,94981,3,2.0,30,15,4928.0724771374635,0.11643297934974596,21358,9,161.03,183436,23.626474628753353,4333946
65,News,apw_eng_199608,diff,-0.01316673313950556,-11144,-10761,-10.85121546893615,-11.280950352620462,49272.37131402603,1.1581257443413353,-230269,0,-0.024966725626521358,-887,-794,-39.12268603824435,-43.45290581601023,49946.29588152608,1.1760372206251763,-80387,0,-0.5333333333333334,-8,0,3428.0757176981706,0.08052616642555581,-19661,-2,-151.5,-174820,-0.05590824063821742,-4130862
66,News,apw_eng_199609,BiRC,1.0225479143179257,3628,3548,6.935777287761852,7.092164599774521,110377.59023037917,2.5989464986573023,25163,3,1.0636363636363637,702,660,23.757834757834758,25.26969696969697,73158.10713596406,1.7225779797562486,16678,3,1.5333333333333334,23,15,8158.896706613094,0.19210906837430283,1860,6,10.78,9682,23.545961578186326,227972
67,News,apw_eng_199609,Full,1.0329154655761883,15408,14917,19.67198857736241,20.31950124019575,61577.14828076999,1.4535087803427738,303106,3,1.106910039113429,1698,1534,66.27444051825677,73.35984354628422,22861.714399016088,0.5396434154622268,112534,3,1.9333333333333333,29,15,5169.046343048015,0.12201367642686564,25444,8,186.18,208534,23.604678373790364,4922378
68,News,apw_eng_199609,diff,-0.010367551258262608,-11780,-11369,-12.736211289600558,-13.227336640421228,48800.44194960918,1.1454377183145286,-277943,0,-0.04327367547706529,-996,-874,-42.51660576042201,-48.09014657658726,50296.39273694798,1.1829345642940217,-95856,0,-0.3999999999999999,-6,0,2989.8503635650786,0.07009539194743719,-23584,-2,-175.4,-198852,-0.0587167956040382,-4694406
69,News,apw_eng_199610,BiRC,1.021410579345088,4055,3970,7.2485819975339085,7.403778337531486,110760.66231055038,2.6073804666016143,29393,3,1.0705218617771508,759,709,24.818181818181817,26.568406205923836,70982.83931357255,1.6709837665217777,18837,3,1.5,21,14,7935.969612697551,0.18681806085336644,2106,7,12.56,11273,23.540672403087022,265374
70,News,apw_eng_199610,Full,1.0335142640747286,16375,15844,19.88024427480916,20.546516031305227,61877.05067912144,1.4603727878339277,325539,3,1.0938697318007662,1713,1566,72.25919439579685,79.04214559386973,23527.56914858635,0.5552789179732185,123780,3,2.142857142857143,30,14,5246.849400368214,0.12383195388376736,27604,10,200.87,222915,23.601202251979455,5261062
71,News,apw_eng_199610,diff,-0.012103684729640518,-12320,-11874,-12.631662277275254,-13.142737693773741,48883.61163142894,1.1470076787676866,-296146,0,-0.02334787002361538,-954,-857,-47.44101257761504,-52.4737393879459,47455.2701649862,1.1157048485485592,-104943,0,-0.6428571428571428,-9,0,2689.120212329337,0.06298610696959908,-25498,-3,-188.31,-211642,-0.060529848892432625,-4995688
72,News,apw_eng_199611,BiRC,1.0213464696223318,3732,3654,7.593515541264737,7.755610290093049,108438.52956144747,2.5526031345703477,28339,3,1.0546218487394958,753,714,24.653386454183266,26.0,71034.71762513535,1.6721311475409837,18564,3,1.4,21,15,7656.780325786245,0.18023779499189335,2001,8,12.42,11102,23.539632498648892,261337
73,News,apw_eng_199611,Full,1.0312988027069234,15849,15368,20.264811660041644,20.89907600208225,61238.556512248775,1.4451418698199292,321177,3,1.0990990990990992,1708,1554,71.4139344262295,78.490990990991,23256.87371941809,0.5488287753210407,121975,3,2.066666666666667,31,15,5192.493888099306,0.12253538871340766,27233,10,199.14,222246,23.598561953870934,5244686
