corpus_slice,file_MB,sentences,tokens,ADV_tokens,ADV_xpos,ADV_lemmas,ADV_forms,ADJ_tokens,ADJ_xpos,ADJ_lemmas,ADJ_forms,NEG_tokens,NEG_xpos,NEG_lemmas,NEG_forms,NR_tokens,NR_xpos,NR_lemmas,NR_forms
pcc_eng_14-077,50.79,24582,765964,52673,3,1333,1691,63368,3,6152,6824,7948,11,15,38,7631,17,24,106
pcc_eng_14-078,51.21,24566,765508,52188,3,1436,1753,64106,3,6396,7101,7643,9,15,37,7853,16,24,108
pcc_eng_14-079,50.26,24336,757621,51467,3,1350,1685,63280,3,6219,6898,7708,9,15,34,7518,16,24,102
pcc_eng_14-080,49.51,24058,749262,51389,3,1361,1702,61966,3,6040,6708,7644,10,15,40,7573,16,24,103
pcc_eng_14-081,48.46,23694,737810,50345,3,1315,1646,60499,3,6004,6650,7715,9,15,36,7470,15,24,103
pcc_eng_14-082,49.68,24152,751968,51542,3,1360,1720,61600,3,6154,6843,7731,10,15,37,7461,16,24,104
pcc_eng_14-083,49.41,23919,744454,51145,3,1327,1649,61802,3,6260,6888,7540,8,15,36,7331,16,24,96
pcc_eng_14-084,49.26,23691,737665,50692,3,1342,1650,61799,3,6245,6896,7654,11,15,40,7460,16,24,102
pcc_eng_14-085,48.11,23637,735528,49849,3,1320,1641,60273,3,5981,6624,7570,11,15,38,7035,16,24,109
pcc_eng_14-086,49.49,23822,742041,51613,3,1349,1696,61648,3,6189,6830,7834,12,15,40,7329,16,24,98
pcc_eng_14-087,51.91,25092,781380,53577,3,1395,1729,64939,3,6239,6902,8083,11,15,38,7842,16,24,96
pcc_eng_14-088,51.45,24493,763298,52783,3,1365,1696,63962,3,6204,6851,7927,10,15,36,7679,17,24,105
pcc_eng_14-089,50.71,24374,759970,52428,3,1415,1760,63560,3,6293,6947,7906,10,15,36,7602,16,24,103
pcc_eng_14-090,51.59,24884,775386,53803,3,1372,1713,64149,3,6373,7059,8292,12,15,41,7509,16,24,103
pcc_eng_14-091,51.39,24624,767466,52917,3,1361,1666,63932,3,6354,7021,7845,11,15,43,7716,16,24,101
pcc_eng_14-092,48.62,23566,733756,50551,3,1394,1712,61413,3,6186,6843,7658,11,15,37,7131,16,24,97
pcc_eng_14-093,50.33,24331,757563,51784,3,1367,1704,62977,3,6280,6926,7558,8,15,36,7548,16,24,101
pcc_eng_14-095,52.53,24947,777617,53551,3,1396,1750,65501,3,6403,7098,8041,10,15,40,7951,16,24,104
pcc_eng_14-094,50.19,24288,756150,52337,3,1406,1739,63743,3,6226,6874,7861,11,15,41,7548,16,24,102
pcc_eng_14-096,48.57,23547,732567,49984,3,1375,1709,60975,3,6052,6704,7559,9,15,35,7226,15,24,101
pcc_eng_14-097,49.44,23955,746021,51088,3,1346,1677,61818,3,6232,6888,7530,11,15,36,7560,16,24,103
pcc_eng_14-098,48.48,23462,730703,50108,3,1336,1689,60923,3,6048,6704,7662,12,15,41,7173,17,24,102
pcc_eng_14-099,50.26,23927,744857,51573,3,1365,1698,62374,3,6220,6895,7995,13,15,37,7364,16,24,104
pcc_eng_14-100,50.63,24465,762317,52103,3,1399,1730,63130,3,6176,6843,7913,10,15,36,7605,16,24,104
pcc_eng_14-101,49.55,24144,751783,51479,3,1296,1637,62511,3,6125,6778,7536,11,14,38,7504,15,24,104
pcc_eng_14-103,51.3,24805,772917,52983,3,1375,1718,63483,3,6222,6872,7842,10,15,36,7696,16,24,96
pcc_eng_14-102,49.75,24063,749380,51151,3,1400,1750,62128,3,6253,6910,7739,11,15,41,7492,17,24,108
pcc_eng_14-104,48.69,23433,729075,49711,3,1350,1680,61100,3,6187,6835,7488,9,15,36,7287,15,24,96
pcc_eng_14-105,50.41,24236,754829,51796,3,1398,1740,62493,3,6063,6708,7906,11,15,39,7619,16,24,100
pcc_eng_14-107,55.29,26451,850046,56808,3,1435,1792,69034,3,6597,7322,8446,11,14,40,8231,17,24,102
pcc_eng_14-108,56.9,27401,882202,58868,3,1453,1835,71186,3,6623,7382,8922,12,15,43,8604,17,24,107
pcc_eng_14-106,49.21,23783,740412,50209,3,1371,1692,61732,3,6194,6888,7552,11,15,35,7277,16,24,104
pcc_eng_15-001,50.23,24436,760996,51619,3,1317,1635,62877,3,6121,6786,7742,12,15,35,7613,16,24,95
pcc_eng_15-004,52.46,25424,793715,54446,3,1374,1701,65262,3,6298,6931,8139,11,15,38,7873,15,24,101
pcc_eng_15-005,50.22,24040,748481,51414,3,1418,1764,62649,3,6300,6951,7731,10,15,37,7510,14,24,94
pcc_eng_15-003,51.56,24847,774088,53212,3,1356,1678,64334,3,6331,6992,8100,9,15,37,7745,16,24,102
pcc_eng_15-002,49.65,24059,748725,51231,3,1379,1722,62127,3,6152,6772,7781,9,15,35,7417,16,24,98
pcc_eng_15-006,50.64,24643,767189,52864,3,1355,1682,63390,3,6288,6965,7919,10,15,38,7669,16,24,97
pcc_eng_15-007,48.68,23507,731808,50299,3,1368,1714,60548,3,6082,6745,7598,9,15,38,7220,15,24,97
pcc_eng_15-008,50.0,24247,755178,51960,3,1389,1717,62525,3,6049,6717,7693,11,15,40,7498,15,24,104
pcc_eng_15-009,51.95,25150,783739,53508,3,1355,1707,64939,3,6354,7050,8189,10,15,37,7975,16,24,97
pcc_eng_15-010,48.98,23696,737435,50419,3,1320,1630,61375,3,6162,6845,7563,9,15,34,7337,16,24,107
pcc_eng_15-012,50.39,24175,752828,51642,3,1376,1701,62880,3,6160,6825,7730,10,15,38,7451,16,24,102
pcc_eng_15-011,48.78,23570,733700,50314,3,1353,1693,61339,3,6065,6735,7530,9,15,42,7175,16,24,99
pcc_eng_15-013,50.96,24255,755438,52196,3,1400,1741,63352,3,6263,6936,7975,12,15,39,7451,16,24,95
pcc_eng_15-014,50.3,24484,763071,51580,3,1359,1701,62880,3,6201,6919,7787,10,15,38,7568,16,24,103
pcc_eng_15-015,48.0,23191,721646,49764,3,1360,1692,60325,3,6164,6781,7476,8,15,38,7251,17,24,102
pcc_eng_15-016,51.4,24573,765309,52682,3,1416,1751,64652,3,6321,6981,7823,9,15,34,7662,17,23,102
pcc_eng_15-017,48.56,23614,734976,49912,3,1387,1691,60779,3,6225,6883,7533,10,15,36,7410,16,24,102
pcc_eng_15-018,50.82,24405,759880,52691,3,1369,1712,63274,3,6261,6968,7890,9,15,40,7830,15,24,101
pcc_eng_15-019,50.41,24144,751706,51573,3,1314,1635,62686,3,6166,6818,7792,9,15,36,7707,16,24,98
pcc_eng_15-020,48.4,23331,726199,50096,3,1340,1667,60326,3,6113,6742,7500,10,15,34,7246,16,24,98
pcc_eng_15-021,50.88,24637,767000,52191,3,1377,1681,63496,3,6260,6913,7854,10,15,38,7794,16,24,106
pcc_eng_15-022,51.68,24753,771439,52953,3,1429,1751,64699,3,6345,7018,8022,10,15,38,7827,15,24,101
pcc_eng_15-023,51.01,24497,763124,52493,3,1393,1730,63790,3,6232,6896,7908,9,15,36,7591,16,24,99
pcc_eng_15-024,49.29,23925,745198,50952,3,1338,1666,61615,3,6122,6810,7534,10,15,41,7327,16,24,100
pcc_eng_15-025,50.05,24069,749418,51554,3,1341,1656,62765,3,6188,6856,7821,10,15,39,7504,15,24,97
pcc_eng_15-026,50.63,24387,759248,52171,3,1391,1716,63558,3,6294,6949,7833,12,15,42,7600,15,24,105
pcc_eng_15-027,50.88,24381,759364,52230,3,1364,1704,63149,3,6203,6890,7919,10,15,37,7603,16,24,100
pcc_eng_15-028,50.9,24665,769058,52864,3,1350,1694,63405,3,6315,6967,7962,11,15,36,7505,17,24,102
pcc_eng_15-029,50.42,24554,764919,52651,3,1386,1710,62839,3,6261,6901,8061,10,15,35,7664,17,24,105
pcc_eng_15-030,50.46,24033,748651,51537,3,1373,1720,62771,3,6182,6832,7674,9,15,37,7620,16,24,100
pcc_eng_15-031,50.82,24331,757769,52794,3,1357,1693,63515,3,6253,6899,7800,9,15,39,7512,17,24,102
pcc_eng_15-032,47.84,23390,727992,49335,3,1361,1663,59879,3,5991,6608,7351,8,15,35,7271,16,24,102
pcc_eng_15-033,49.36,23792,740518,50995,3,1349,1704,61876,3,6180,6813,7669,9,15,35,7539,16,24,106
pcc_eng_15-034,50.79,24482,762450,52486,3,1388,1744,63357,3,6202,6866,7855,11,14,34,7545,16,24,98
pcc_eng_15-035,51.35,24563,764961,52716,3,1361,1697,64223,3,6237,6878,7924,12,15,39,7654,17,24,97
pcc_eng_15-036,51.0,24676,768611,52840,3,1328,1664,63629,3,6261,6942,7906,8,15,37,7429,16,24,102
pcc_eng_15-037,48.49,23603,734842,50251,3,1342,1660,59996,3,6025,6693,7490,10,14,34,7365,16,24,104
pcc_eng_15-038,51.53,24884,775650,53281,3,1364,1698,63926,3,6169,6845,7784,10,15,36,7817,16,24,106
pcc_eng_15-039,47.76,23142,719970,49295,3,1341,1656,60221,3,6114,6772,7429,10,15,37,7302,17,24,93
pcc_eng_15-041,52.7,24958,778378,53611,3,1359,1718,65620,3,6330,7035,8282,10,15,40,7764,16,24,106
pcc_eng_15-042,49.66,23830,742253,51135,3,1355,1680,62135,3,6243,6877,7603,10,15,36,7298,16,24,100
pcc_eng_15-040,50.58,24228,754648,52584,3,1373,1720,63414,3,6363,7048,8027,10,15,41,7573,16,24,99
pcc_eng_15-043,48.4,23613,735008,49396,3,1353,1687,60875,3,6159,6853,7522,11,15,38,7230,16,24,96
pcc_eng_15-044,51.19,24471,761902,52796,3,1384,1739,63975,3,6272,6960,7985,9,15,37,7516,16,24,102
pcc_eng_15-045,49.74,24011,747564,51189,3,1373,1702,62412,3,6151,6804,7767,8,15,36,7471,17,24,104
pcc_eng_15-046,50.12,23886,743435,51540,3,1405,1728,62920,3,6119,6755,7695,9,15,33,7421,17,24,97
pcc_eng_15-047,52.9,25723,802174,54543,3,1345,1680,66434,3,6284,6961,8267,9,15,41,7922,15,24,108
pcc_eng_15-048,50.87,24508,763098,52423,3,1370,1706,63317,3,6344,7022,7850,11,15,36,7570,15,24,100
pcc_eng_15-049,48.38,23825,742123,50452,3,1324,1670,60702,3,5947,6615,7482,10,15,34,7277,16,24,102
pcc_eng_15-051,50.72,24501,762835,52271,3,1351,1674,63281,3,6130,6788,7883,10,15,34,7597,16,24,103
pcc_eng_15-052,47.85,23178,721267,49337,3,1334,1677,60052,3,6114,6776,7292,8,15,37,7282,15,24,104
pcc_eng_15-050,48.63,23545,732640,50049,3,1332,1662,60898,3,6082,6764,7273,9,14,36,7335,16,24,104
pcc_eng_15-054,49.07,23659,736576,50255,3,1349,1676,61400,3,6149,6817,7681,12,15,39,7303,16,24,98
pcc_eng_15-053,50.82,24252,755033,51841,3,1373,1704,63477,3,6329,7007,7702,9,15,35,7574,16,24,99
pcc_eng_15-055,50.53,24417,760810,51818,3,1366,1692,63628,3,6253,6878,7660,9,15,35,7574,16,24,97
pcc_eng_15-056,50.76,24572,765877,52784,3,1353,1690,63588,3,6229,6902,8030,9,15,36,7667,15,24,98
pcc_eng_15-057,49.85,23941,745213,51382,3,1372,1708,62472,3,6012,6637,7611,9,15,38,7546,16,24,99
pcc_eng_15-058,51.79,24820,773430,53528,3,1380,1724,64252,3,6263,6907,7956,9,15,36,7643,17,24,98
pcc_eng_15-060,49.25,23752,739786,50351,3,1318,1653,61661,3,6159,6802,7524,9,15,35,7372,16,24,94
pcc_eng_15-059,51.71,24999,780525,53332,3,1375,1718,64586,3,6338,6991,8235,10,15,36,7667,16,24,100
pcc_eng_15-061,50.66,24669,768448,52114,3,1313,1646,63251,3,6248,6926,7704,11,15,37,7556,16,24,104
pcc_eng_15-062,49.71,24072,749518,51486,3,1353,1688,62332,3,6214,6856,7785,10,15,40,7464,16,24,97
pcc_eng_15-063,50.59,24551,765005,52039,3,1360,1711,63273,3,6287,6972,7888,12,15,39,7550,16,24,96
pcc_eng_15-064,50.6,24415,760524,52404,3,1365,1705,62902,3,6236,6863,7915,11,15,35,7600,16,24,98
pcc_eng_15-065,50.09,24262,755978,51532,3,1357,1686,62212,3,6106,6759,7587,11,15,39,7554,16,24,97
pcc_eng_15-066,50.66,24361,758914,51790,3,1355,1689,63540,3,6254,6898,7997,11,15,38,7506,16,24,107
pcc_eng_15-067,53.07,25487,794208,55068,3,1384,1720,65782,3,6419,7066,8345,9,15,32,7848,16,24,97
pcc_eng_15-068,50.46,24169,752866,51844,3,1381,1737,63052,3,6258,6971,8029,10,15,39,7597,17,24,106
pcc_eng_15-069,49.97,23987,746643,51892,3,1409,1748,62719,3,6278,6961,7678,8,15,36,7345,16,24,105
pcc_eng_15-070,49.48,23751,739411,50677,3,1355,1701,61360,3,6006,6678,7644,11,14,39,7353,16,24,105
pcc_eng_15-072,51.39,24857,774705,53020,3,1411,1757,63923,3,6298,7007,8092,9,14,41,7978,16,24,108
pcc_eng_15-071,48.54,23653,736189,50165,3,1350,1671,60950,3,6156,6814,7418,8,15,39,7257,17,24,100
pcc_eng_15-073,51.13,24658,768711,52667,3,1382,1721,64507,3,6313,7019,7913,10,15,41,7373,16,24,104
pcc_eng_15-074,50.34,24404,759624,52315,3,1400,1735,63019,3,6261,6909,7881,9,15,33,7512,16,24,101
pcc_eng_15-075,51.38,24591,765894,52937,3,1401,1718,64013,3,6274,6931,7865,11,15,40,7745,15,24,104
pcc_eng_15-076,53.5,25725,802995,55750,3,1432,1779,66996,3,6396,7096,8334,9,15,38,8062,17,24,97
pcc_eng_15-077,50.04,24296,757114,52060,3,1389,1712,62583,3,6294,6994,7894,9,15,37,7383,16,24,99
pcc_eng_15-078,49.63,24010,747791,50965,3,1348,1686,61867,3,6141,6814,7705,11,15,37,7462,17,24,103
pcc_eng_15-079,52.1,25070,781652,52973,3,1420,1787,65849,3,6480,7163,8106,10,15,40,7693,16,24,105
pcc_eng_15-081,49.6,23985,747098,51145,3,1372,1705,62366,3,6229,6881,7661,9,15,36,7316,16,24,107
pcc_eng_15-080,51.54,24639,767255,53076,3,1350,1673,64085,3,6379,7066,8098,9,15,39,7874,15,24,104
pcc_eng_15-082,50.13,24336,758039,51722,3,1378,1717,62541,3,6125,6766,7723,10,15,39,7446,17,24,99
pcc_eng_15-083,49.15,23841,742040,50728,3,1356,1685,61951,3,6228,6888,7476,9,15,35,7474,16,24,104
pcc_eng_15-084,50.95,24531,764573,52363,3,1346,1664,63771,3,6253,6922,8094,12,15,38,7740,16,24,105
pcc_eng_15-085,50.11,24091,750155,51582,3,1336,1690,62485,3,6155,6860,7703,10,15,38,7533,16,24,100
pcc_eng_15-086,49.74,23903,744652,51040,3,1355,1687,62036,3,6128,6772,7878,9,15,41,7381,16,24,102
pcc_eng_15-087,50.89,24848,773814,52479,3,1378,1697,64153,3,6450,7098,7825,10,15,36,7783,16,24,99
pcc_eng_15-088,49.12,23661,736673,50672,3,1339,1661,61471,3,6313,6975,7629,11,15,39,7326,16,24,103
pcc_eng_15-089,48.8,23609,734748,50330,3,1326,1671,60956,3,6100,6735,7573,11,15,36,7339,15,24,98
pcc_eng_15-090,51.9,24869,774704,53478,3,1402,1694,64844,3,6363,7021,7980,9,15,39,7716,16,24,99
pcc_eng_15-091,50.1,24205,753426,51178,3,1386,1717,62899,3,6287,6955,7535,9,15,35,7451,16,24,104
pcc_eng_15-092,51.8,24801,772688,53165,3,1400,1732,64639,3,6352,7017,8084,9,15,38,7725,16,24,96
pcc_eng_15-093,48.69,23532,732498,49963,3,1303,1622,60654,3,5958,6579,7430,10,15,39,6979,16,24,98
pcc_eng_15-094,50.94,24553,764314,52464,3,1389,1730,63340,3,6130,6783,7890,12,15,36,7516,16,24,100
pcc_eng_15-095,50.65,24491,762983,52073,3,1337,1688,63256,3,6253,6888,7887,10,15,37,7463,15,24,97
pcc_eng_15-096,49.21,23716,738051,50564,3,1335,1656,61442,3,6180,6837,7657,10,15,37,7197,16,24,97
pcc_eng_15-097,50.4,24453,761601,52797,3,1392,1712,62631,3,6136,6764,8063,9,15,37,7582,16,24,104
pcc_eng_15-098,50.37,24098,749893,51692,3,1366,1733,62637,3,6165,6850,7660,9,15,37,7411,17,24,108
pcc_eng_15-099,50.81,24653,767577,52503,3,1379,1722,63785,3,6200,6863,7838,10,15,39,7573,16,24,106
pcc_eng_15-100,50.19,24440,761432,52017,3,1342,1669,62842,3,6146,6781,7718,10,15,39,7566,16,24,97
pcc_eng_15-101,49.01,23516,731862,50090,3,1324,1664,61692,3,6189,6842,7691,9,15,38,7239,17,24,105
pcc_eng_15-103,48.85,23641,736202,50481,3,1356,1676,61543,3,6109,6750,7557,12,15,41,7365,15,24,95
pcc_eng_15-102,51.83,25115,782936,53487,3,1417,1767,64812,3,6260,6965,8246,11,15,42,8008,16,24,108
pcc_eng_15-104,50.08,24303,757054,51179,3,1309,1641,62561,3,6137,6832,7530,9,14,35,7665,17,24,99
pcc_eng_15-105,50.45,24182,753326,51900,3,1325,1649,63019,3,6220,6848,7876,11,15,36,7556,16,24,96
pcc_eng_15-106,51.67,24751,771258,53471,3,1427,1744,64424,3,6362,7015,7869,12,15,36,7800,17,24,98
pcc_eng_15-107,57.74,27660,889920,59509,3,1463,1824,72195,3,6629,7355,8931,9,15,40,8564,16,24,104
pcc_eng_15-108,56.21,27050,869680,57451,3,1424,1779,70157,3,6611,7303,8673,10,15,40,8261,16,24,101
pcc_eng_16-001,50.49,24301,757393,52022,3,1341,1656,62839,3,6210,6854,8131,11,15,38,7566,15,24,96
pcc_eng_16-002,52.0,25205,787709,53923,3,1422,1751,65222,3,6401,7109,8119,9,15,38,7743,16,24,102
pcc_eng_16-003,50.04,24277,756210,51908,3,1362,1693,62289,3,6136,6802,7806,9,15,35,7515,14,24,105
pcc_eng_16-004,47.71,23084,718322,49151,3,1344,1671,59429,3,5964,6629,7469,11,15,36,7303,15,24,103
pcc_eng_16-005,50.66,24230,754422,52049,3,1403,1735,63419,3,6250,6901,7786,9,15,36,7562,15,24,104
pcc_eng_16-006,48.53,23483,730760,49841,3,1303,1630,60780,3,6164,6812,7586,9,15,40,7365,16,24,96
pcc_eng_16-007,48.84,23752,739516,50189,3,1342,1670,61329,3,6135,6764,7536,9,15,38,7432,16,24,101
pcc_eng_16-008,48.68,23734,739050,50504,3,1324,1656,60624,3,6065,6720,7683,11,15,38,7356,17,24,105
pcc_eng_16-009,50.05,24428,761122,51579,3,1413,1762,62663,3,6261,6908,7925,9,15,37,7518,16,24,99
pcc_eng_16-010,51.41,24843,773852,52994,3,1370,1690,64013,3,6244,6909,8031,10,15,35,7718,17,24,102
pcc_eng_16-011,50.9,24540,763975,52159,3,1359,1702,63550,3,6353,7007,7926,9,15,38,7427,16,24,101
pcc_eng_16-012,50.43,24349,758323,51758,3,1357,1677,63207,3,6291,6966,7905,9,15,36,7449,16,24,102
pcc_eng_16-013,49.47,23977,746759,50559,3,1369,1700,62354,3,6149,6848,7549,9,15,33,7517,17,24,96
pcc_eng_16-015,50.98,24352,757872,52324,3,1324,1641,63020,3,6233,6895,7806,12,15,37,7504,16,24,105
pcc_eng_16-014,50.73,24257,755220,52278,3,1374,1702,63095,3,6163,6845,7972,10,15,37,7607,16,24,106
pcc_eng_16-016,49.38,23770,739740,50961,3,1381,1717,62103,3,6239,6888,7590,10,15,36,7521,17,24,101
pcc_eng_16-017,50.22,24085,750053,51432,3,1352,1659,62608,3,6163,6832,7651,9,15,37,7628,16,24,104
pcc_eng_16-018,54.21,26023,813756,55503,3,1425,1765,67352,3,6368,7009,8319,9,15,33,8174,16,24,103
pcc_eng_16-019,48.32,23437,729499,49710,3,1358,1688,60289,3,6069,6699,7444,9,15,40,7261,17,24,101
pcc_eng_16-020,50.52,24213,754394,52293,3,1375,1724,63286,3,6279,6955,7703,11,15,42,7467,16,24,111
pcc_eng_16-022,53.24,25467,793618,55123,3,1379,1710,66298,3,6359,7005,8290,9,15,34,8139,17,24,97
pcc_eng_16-021,50.97,24314,757033,51913,3,1383,1705,63578,3,6264,6925,7725,11,15,39,7371,16,24,101
pcc_eng_16-023,50.73,24574,766380,52961,3,1339,1668,62938,3,6324,6988,7840,10,15,40,7559,16,24,102
pcc_eng_16-024,49.89,24244,755205,51061,3,1393,1717,62949,3,6208,6845,7604,12,15,39,7439,16,24,107
pcc_eng_16-025,50.75,24532,763813,52007,3,1339,1675,63624,3,6206,6875,7882,9,15,36,7443,16,24,94
pcc_eng_16-026,48.59,23475,730828,50105,3,1352,1686,60581,3,6166,6795,7661,9,15,35,7370,17,24,104
pcc_eng_16-027,50.59,24158,752280,52132,3,1330,1654,62463,3,6185,6823,7665,9,15,39,7777,16,24,97
pcc_eng_16-028,50.83,24507,763256,52075,3,1397,1739,63786,3,6348,7013,7955,10,15,35,7626,15,24,101
pcc_eng_16-029,50.29,24380,759527,51479,3,1389,1716,62554,3,6275,6932,7752,11,15,40,7657,15,24,98
pcc_eng_16-030,52.01,24998,780007,53710,3,1458,1788,64989,3,6335,6969,8053,11,15,39,7860,17,24,92
pcc_eng_16-031,50.77,24496,763016,52512,3,1335,1659,63565,3,6269,6879,7834,11,14,33,7612,16,24,111
pcc_eng_16-032,48.54,23613,734512,50245,3,1340,1672,61358,3,6170,6833,7632,12,15,39,7205,16,24,98
pcc_eng_16-033,49.16,23742,738810,50458,3,1324,1663,61546,3,6165,6819,7515,9,15,36,7256,16,24,101
pcc_eng_16-034,49.15,23787,740340,50642,3,1278,1628,61550,3,6165,6828,7616,11,15,38,7378,16,24,98
pcc_eng_16-035,51.55,24968,777636,53142,3,1331,1694,64303,3,6328,7012,8215,10,15,38,7656,16,24,105
pcc_eng_16-036,48.35,23347,726718,49664,3,1345,1681,60807,3,6138,6792,7612,10,15,34,7310,16,24,96
pcc_eng_16-037,50.74,24296,757195,52088,3,1370,1707,63262,3,6305,6958,7877,11,15,36,7659,16,24,103
pcc_eng_16-038,50.52,24215,754125,51811,3,1390,1706,62670,3,6250,6928,7669,11,15,38,7629,15,24,103
pcc_eng_16-039,50.04,24298,757063,51828,3,1395,1725,62780,3,6201,6878,7727,10,15,36,7626,16,24,101
pcc_eng_16-040,49.2,23808,741204,50661,3,1356,1687,61502,3,6233,6882,7541,11,15,38,7302,16,24,104
pcc_eng_16-041,50.26,24106,750810,51722,3,1353,1675,63105,3,6286,6936,7794,10,15,35,7561,17,24,103
pcc_eng_16-042,50.13,24142,751832,51622,3,1336,1674,62640,3,6124,6780,7785,11,15,33,7525,17,24,101
pcc_eng_16-043,50.63,24453,762039,51853,3,1381,1705,63030,3,6177,6882,7711,9,15,41,7574,16,24,100
pcc_eng_16-044,49.83,24044,748709,51541,3,1375,1695,62298,3,6102,6781,7631,12,15,38,7432,16,24,97
pcc_eng_16-045,51.2,24495,763248,52758,3,1418,1753,63937,3,6463,7134,8063,11,14,39,7528,17,24,103
pcc_eng_16-046,49.43,23816,740995,50198,3,1312,1625,61448,3,5948,6606,7409,10,15,37,7651,16,24,105
pcc_eng_16-047,49.21,23683,736819,50614,3,1359,1692,61772,3,6136,6794,7513,11,15,36,7494,16,24,97
pcc_eng_16-048,49.21,23866,742990,50692,3,1364,1680,60990,3,6126,6796,7602,10,15,35,7448,16,24,106
pcc_eng_16-050,52.62,25381,791717,54474,3,1364,1697,65417,3,6358,7095,8312,10,15,38,7937,16,24,102
pcc_eng_16-049,50.31,24068,749563,51357,3,1361,1682,63162,3,6283,6961,7693,13,15,41,7546,16,24,96
pcc_eng_16-051,52.17,25096,781829,53779,3,1395,1725,65035,3,6286,6955,8171,12,15,39,7645,16,24,105
pcc_eng_16-052,50.49,24188,752624,51937,3,1354,1700,63318,3,6222,6885,7729,12,15,39,7619,16,24,100
pcc_eng_16-053,49.61,23965,746011,51013,3,1405,1754,62538,3,6233,6887,7517,9,15,35,7434,17,24,100
pcc_eng_16-054,49.06,23715,738526,50376,3,1387,1723,61216,3,6097,6775,7563,9,15,35,7311,17,24,104
pcc_eng_16-055,50.23,24313,757201,51671,3,1406,1762,63105,3,6263,6960,7682,9,15,38,7525,16,24,104
pcc_eng_16-056,50.01,24107,750569,51384,3,1344,1670,62769,3,6030,6685,7647,9,15,33,7590,17,24,106
pcc_eng_16-057,47.45,23238,723408,49457,3,1340,1657,59702,3,6043,6660,7426,10,15,37,7242,16,24,95
pcc_eng_16-058,49.15,23922,744588,51058,3,1341,1651,61491,3,6183,6844,7633,11,15,34,7486,16,24,104
pcc_eng_16-060,50.71,24483,762952,52462,3,1341,1692,63423,3,6169,6857,8116,11,14,37,7506,16,24,100
pcc_eng_16-059,50.48,24444,761633,51897,3,1374,1706,63416,3,6186,6867,7727,11,15,38,7639,17,24,101
pcc_eng_16-061,50.78,24632,767033,52210,3,1364,1695,63475,3,6203,6862,7841,9,15,38,7575,16,24,105
pcc_eng_16-063,50.05,23916,744661,51309,3,1329,1669,62192,3,6210,6869,7808,8,15,33,7646,16,24,100
pcc_eng_16-065,49.48,23783,740414,50820,3,1376,1689,61581,3,6198,6857,7586,11,15,37,7439,15,24,106
pcc_eng_16-062,50.42,24349,758518,51671,3,1401,1720,63177,3,6291,6947,7928,9,15,37,7559,16,24,103
pcc_eng_16-064,51.45,24970,778176,53571,3,1370,1685,64355,3,6331,6980,8043,10,15,36,7865,16,24,104
pcc_eng_16-066,49.77,24005,747371,51531,3,1352,1678,62476,3,6162,6828,7644,9,15,37,7744,16,24,100
pcc_eng_16-067,51.38,24741,770812,52608,3,1370,1708,63954,3,6381,7056,7996,9,15,38,7582,16,24,106
pcc_eng_16-068,49.7,23887,743454,50841,3,1356,1685,62160,3,6319,6974,7461,10,15,38,7431,16,24,100
pcc_eng_16-069,49.21,23744,739121,50514,3,1331,1642,61309,3,6015,6661,7664,10,15,36,7434,16,24,103
pcc_eng_16-070,50.64,24293,756708,51720,3,1376,1719,63377,3,6199,6856,7752,9,15,35,7498,17,24,97
pcc_eng_16-071,49.61,24235,754469,51400,3,1423,1754,61859,3,6136,6812,7529,11,15,35,7339,16,24,101
pcc_eng_16-072,48.63,23590,734611,50095,3,1324,1628,60836,3,6145,6792,7508,11,15,38,7204,16,24,103
pcc_eng_16-073,51.26,24802,772805,53142,3,1411,1741,64204,3,6214,6902,8065,8,15,35,7600,16,24,107
pcc_eng_16-075,50.45,24293,756409,51531,3,1381,1717,63734,3,6145,6822,7792,12,15,44,7549,16,24,100
pcc_eng_16-074,51.09,24591,766329,52253,3,1347,1683,64098,3,6402,7042,8011,10,15,34,7584,17,24,101
pcc_eng_16-076,50.47,24345,757870,52296,3,1361,1695,62805,3,6260,6941,7997,11,15,40,7621,15,24,102
pcc_eng_16-077,51.24,24368,759111,52661,3,1382,1712,63644,3,6317,6977,7912,10,15,34,7501,15,24,101
pcc_eng_16-078,50.86,24443,761049,52569,3,1358,1674,63049,3,6222,6892,7949,9,15,34,7506,16,24,93
pcc_eng_16-079,50.96,24536,764060,52596,3,1362,1684,63483,3,6204,6884,8086,10,15,38,7715,16,24,104
pcc_eng_16-080,48.8,23559,734071,49863,3,1301,1608,60973,3,6139,6770,7474,11,15,38,7273,17,24,99
pcc_eng_16-081,52.31,24799,773789,53404,3,1382,1731,65003,3,6230,6899,8118,10,15,36,7886,16,24,100
pcc_eng_16-082,49.14,23872,743454,50815,3,1331,1664,61475,3,6096,6773,7764,9,14,38,7359,15,24,102
pcc_eng_16-083,49.71,24021,747976,50889,3,1386,1700,62263,3,6194,6850,7643,12,15,38,7334,16,24,99
pcc_eng_16-084,47.81,23192,721307,48875,3,1335,1672,59868,3,6063,6677,7305,10,15,39,6974,15,24,97
pcc_eng_16-085,50.87,24582,765829,52657,3,1365,1706,63846,3,6254,6961,8006,11,15,37,7694,16,24,98
pcc_eng_16-086,50.06,24165,752741,51455,3,1373,1716,62462,3,6250,6920,7775,10,15,39,7427,16,24,101
pcc_eng_16-087,50.05,24275,755832,51506,3,1345,1681,62042,3,6081,6709,7780,10,15,39,7608,17,24,100
