      l1  l2                               f      E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff      f1     f2        N  
NEGATIVE  ever_final                      32     4.66               559                  912                 16    2343        633           11         1407                   1                2343                   1                 768           1407             123.34                123.34               2.582   0.0002        4.83        0.8545       0.00011               1.0000              0.00011               0.8544              0.00010           27.34  285435     32  1960936  
NEGATIVE  ever_sure                       30     4.37               606                  981                 19    2502        675           13         1492                   1                2502                   1                 831           1492             115.63                115.63               2.554   0.0002        4.68        0.8545       0.00011               1.0000              0.00011               0.8544              0.00009           25.63  285435     30  1960936  
NEGATIVE  ever_successful                 28     4.08               642                 1030                 20    2686        717           14         1597                   1                2686                   1                 893           1597             107.92                107.92               2.525   0.0002        4.52        0.8545       0.00010               1.0000              0.00010               0.8544              0.00008           23.92  285435     28  1960936  
NEGATIVE  truly_sure                      28     4.08               642                 1030                 20    2686        717           14         1597                   1                2686                   1                 893           1597             107.92                107.92               2.525   0.0002        4.52        0.8545       0.00010               1.0000              0.00010               0.8544              0.00008           23.92  285435     28  1960936  
NEGATIVE  particularly_fast               26     3.78               694                 1101                 23    2881        771           16         1715                   1                2881                   1                 962           1715             100.21                100.21               2.493   0.0002        4.36        0.8545       0.00009               1.0000              0.00009               0.8544              0.00008           22.22  285435     26  1960936  
NEGATIVE  more_untrue                     26     3.78               694                 1101                 23    2881        771           16         1715                   1                2881                   1                 962           1715             100.21                100.21               2.493   0.0002        4.36        0.8545       0.00009               1.0000              0.00009               0.8544              0.00008           22.22  285435     26  1960936  
NEGATIVE  ever_safe                       25     3.64               721                 1135                 25    2996        797           18         1787                   1                2996                   1                1003           1787              96.36                 96.36               2.476   0.0002        4.27        0.8545       0.00009               1.0000              0.00009               0.8544              0.00007           21.36  285435     25  1960936  
NEGATIVE  ever_impossible                 25     3.64               721                 1135                 25    2996        797           18         1787                   1                2996                   1                1003           1787              96.36                 96.36               2.476   0.0002        4.27        0.8545       0.00009               1.0000              0.00009               0.8544              0.00007           21.36  285435     25  1960936  
NEGATIVE  terribly_special                24     3.49               744                 1166                 27    3106        840           20         1852                   1                3106                   1                1044           1852              92.51                 92.51               2.459   0.0002        4.19        0.8544       0.00008               1.0000              0.00008               0.8544              0.00007           20.51  285435     24  1960936  
NEGATIVE  ever_fun                        24     3.49               744                 1166                 27    3106        840           20         1852                   1                3106                   1                1044           1852              92.51                 92.51               2.459   0.0002        4.19        0.8544       0.00008               1.0000              0.00008               0.8544              0.00007           20.51  285435     24  1960936  
NEGATIVE  yet_clear                       22     3.20               824                 1278                 32    3363        910           22         2021                   1                3363                   1                1131           2021              84.80                 84.80               2.422   0.0002        4.01        0.8544       0.00008               1.0000              0.00008               0.8544              0.00007           18.80  285435     22  1960936  
NEGATIVE  ever_permanent                  22     3.20               824                 1278                 32    3363        910           22         2021                   1                3363                   1                1131           2021              84.80                 84.80               2.422   0.0002        4.01        0.8544       0.00008               1.0000              0.00008               0.8544              0.00007           18.80  285435     22  1960936  
NEGATIVE  yet_certain                     21     3.06               857                 1327                 34    3518        950           24         2100                   1                3518                   1                1174           2100              80.94                 80.94               2.402   0.0001        3.92        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.94  285435     21  1960936  
NEGATIVE  more_synonymous                 21     3.06               857                 1327                 34    3518        950           24         2100                   1                3518                   1                1174           2100              80.94                 80.94               2.402   0.0001        3.92        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.94  285435     21  1960936  
NEGATIVE  fully_certain                   21     3.06               857                 1327                 34    3518        950           24         2100                   1                3518                   1                1174           2100              80.94                 80.94               2.402   0.0001        3.92        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.94  285435     21  1960936  
NEGATIVE  ever_clear                      21     3.06               857                 1327                 34    3518        950           24         2100                   1                3518                   1                1174           2100              80.94                 80.94               2.402   0.0001        3.92        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.94  285435     21  1960936  
NEGATIVE  overtly_wrong                   20     2.91               910                 1401                 39    3691        995           28         2200                   1                3691                   1                1232           2200              77.09                 77.09               2.381   0.0001        3.82        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.09  285435     20  1960936  
NEGATIVE  any_younger                     20     2.91               910                 1401                 39    3691        995           28         2200                   1                3691                   1                1232           2200              77.09                 77.09               2.381   0.0001        3.82        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           17.09  285435     20  1960936  
NEGATIVE  yet_sure                        19     2.77               964                 1475                 44    3884       1044           30         2313                   1                3884                   1                1296           2313              73.23                 73.23               2.360   0.0001        3.72        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           16.23  285435     19  1960936  
NEGATIVE  ever_complete                   19     2.77               964                 1475                 44    3884       1044           30         2313                   1                3884                   1                1296           2313              73.23                 73.23               2.360   0.0001        3.72        0.8544       0.00007               1.0000              0.00007               0.8544              0.00006           16.23  285435     19  1960936  
NEGATIVE  terribly_fancy                  18     2.62              1022                 1554                 47    4080       1088           32         2441                   1                4080                   1                1363           2441              69.38                 69.38               2.337   0.0001        3.63        0.8544       0.00006               1.0000              0.00006               0.8544              0.00005           15.38  285435     18  1960936  
NEGATIVE  ever_static                     17     2.47              1099                 1658                 50    4319       1149           33         2579                   1                4319                   1                1430           2579              65.52                 65.52               2.313   0.0001        3.52        0.8544       0.00006               1.0000              0.00006               0.8544              0.00005           14.53  285435     17  1960936  
NEGATIVE  anywhere_close                  17     2.47              1099                 1658                 50    4319       1149           33         2579                   1                4319                   1                1430           2579              65.52                 65.52               2.313   0.0001        3.52        0.8544       0.00006               1.0000              0.00006               0.8544              0.00005           14.53  285435     17  1960936  
NEGATIVE  really_over                     16     2.33              1172                 1753                 52    4578       1200           35         2717                   1                4578                   1                1503           2717              61.67                 61.67               2.287   0.0001        3.42        0.8544       0.00006               1.0000              0.00006               0.8544              0.00005           13.67  285435     16  1960936  
NEGATIVE  terribly_clear                  15     2.18              1237                 1839                 54    4844       1275           36         2889                   1                4844                   1                1586           2889              57.82                 57.82               2.260   0.0001        3.31        0.8544       0.00005               1.0000              0.00005               0.8544              0.00004           12.82  285435     15  1960936  
NEGATIVE  particularly_reassuring         15     2.18              1237                 1839                 54    4844       1275           36         2889                   1                4844                   1                1586           2889              57.82                 57.82               2.260   0.0001        3.31        0.8544       0.00005               1.0000              0.00005               0.8544              0.00004           12.82  285435     15  1960936  
NEGATIVE  really_other                    15     2.18              1237                 1839                 54    4844       1275           36         2889                   1                4844                   1                1586           2889              57.82                 57.82               2.260   0.0001        3.31        0.8544       0.00005               1.0000              0.00005               0.8544              0.00004           12.82  285435     15  1960936  
NEGATIVE  ever_personal                   15     2.18              1237                 1839                 54    4844       1275           36         2889                   1                4844                   1                1586           2889              57.82                 57.82               2.260   0.0001        3.31        0.8544       0.00005               1.0000              0.00005               0.8544              0.00004           12.82  285435     15  1960936  
NEGATIVE  ever_perfect                   207    30.28                78                  142                  5     306         87           40          181                4800                 305                  40                 106            181             785.62                785.62               2.910   0.0014       12.28        0.8497       0.00072               0.9952              0.00073               0.8496              0.00062          176.72  285435    208  1960936  
NEGATIVE  ever_easy                      368    53.86                38                   73                  4     150         45           41           97                4814                 150                  41                  57             97            1394.56               1394.56               2.938   0.0026       16.38        0.8492       0.00129               0.9946              0.00129               0.8490              0.00110          314.14  285435    370  1960936  
NEGATIVE  exactly_sure                   148    21.69               114                  201                  9     461        131           42          273                4861                 461                  42                 154            273             558.82                558.82               2.764   0.0010       10.38        0.8478       0.00052               0.9933              0.00052               0.8477              0.00044          126.31  285435    149  1960936  
NEGATIVE  entirely_sure                  366    53.71                40                   76                  8     151         47           43          101                4930                 151                  43                  60            101            1377.18               1377.18               2.789   0.0026       16.32        0.8465       0.00128               0.9919              0.00128               0.8463              0.00109          312.29  285435    369  1960936  
NEGATIVE  truly_alone                    188    27.80                92                  162                 22     353        101           44          202                5321                 353                  44                 122            202             694.79                694.79               2.500   0.0013       11.68        0.8388       0.00066               0.9843              0.00066               0.8387              0.00056          160.20  285435    191  1960936  
NEGATIVE  really_certain                  62     9.17               288                  496                 38    1219        326           45          701                5325                1219                  45                 393            701             229.02                229.02               2.389   0.0004        6.71        0.8386       0.00022               0.9841              0.00022               0.8386              0.00019           52.83  285435     63  1960936  
NEGATIVE  ever_boring                     57     8.44               315                  536                 46    1326        359           46          783                5408                1326                  46                 436            783             209.92                209.92               2.352   0.0004        6.43        0.8372       0.00020               0.9828              0.00020               0.8372              0.00017           48.56  285435     58  1960936  
NEGATIVE  ever_good                      300    44.54                53                   97                 30     200         62           47          121                5546                 202                  47                  72            121            1099.39               1099.39               2.434   0.0021       14.75        0.8350       0.00105               0.9804              0.00105               0.8348              0.00089          255.46  285435    306  1960936  
NEGATIVE  really_sure                    912   135.52                12                   23                 29      40         15           48           27                5594                  40                  48                  17             27            3338.10               3338.10               2.440   0.0064       25.71        0.8344       0.00318               0.9796              0.00320               0.8340              0.00272          776.48  285435    931  1960936  
NEGATIVE  quite_sure                    2967   441.49                 4                    7                 31       5          4           49            4                5702                   5                  49                   4              4           10847.00              10847.00               2.423   0.0206       46.37        0.8340       0.01036               0.9782              0.01039               0.8327              0.00885         2525.51  285435   3033  1960936  
NEGATIVE  ever_satisfied                  44     6.55               431                  723                 58    1705        451           50         1014                5708                1705                  50                 568           1014             160.32                160.32               2.241   0.0003        5.65        0.8322       0.00015               0.9778              0.00015               0.8322              0.00013           37.45  285435     45  1960936  
NEGATIVE  really_alone                   195    29.11                90                  159                 49     329         94           51          195                5883                 329                  51                 118            195             706.52                706.52               2.320   0.0014       11.88        0.8295       0.00068               0.9750              0.00068               0.8294              0.00058          165.89  285435    200  1960936  
NEGATIVE  particularly_revolutionary      39     5.82               486                  801                 64    1938        513           52         1161                5883                1936                  51                 642           1161             141.29                141.29               2.189   0.0003        5.31        0.8295       0.00014               0.9750              0.00014               0.8294              0.00012           33.18  285435     40  1960936  
NEGATIVE  truly_complete                  39     5.82               486                  801                 64    1938        513           52         1161                5883                1936                  51                 642           1161             141.29                141.29               2.189   0.0003        5.31        0.8295       0.00014               0.9750              0.00014               0.8294              0.00012           33.18  285435     40  1960936  
NEGATIVE  fully_happy                     38     5.68               500                  825                 66    1999        528           54         1203                5916                1998                  54                 668           1203             137.48                137.48               2.178   0.0003        5.24        0.8288       0.00013               0.9744              0.00013               0.8288              0.00011           32.32  285435     39  1960936  
NEGATIVE  ever_free                       69    10.33               256                  447                 62    1067        291           55          621                6072                1067                  55                 348            621             248.37                248.37               2.213   0.0005        7.06        0.8263       0.00024               0.9718              0.00024               0.8263              0.00021           58.67  285435     71  1960936  
NEGATIVE  especially_surprising           34     5.09               567                  925                 75    2212        599           56         1342                6086                2212                  56                 737           1342             122.28                122.28               2.130   0.0002        4.96        0.8259       0.00012               0.9714              0.00012               0.8259              0.00010           28.91  285435     35  1960936  
NEGATIVE  more_unattractive               33     4.95               587                  954                 83    2280        619           57         1376                6128                2280                  57                 752           1376             118.49                118.49               2.118   0.0002        4.88        0.8250       0.00012               0.9706              0.00012               0.8250              0.00010           28.05  285435     34  1960936  
NEGATIVE  especially_new                  62     9.32               297                  511                 70    1220        329           58          706                6248                1219                  58                 396            706             221.81                221.81               2.167   0.0004        6.69        0.8232       0.00022               0.9688              0.00022               0.8232              0.00018           52.68  285435     64  1960936  
NEGATIVE  ever_necessary                  31     4.66               623                 1002                 91    2418        661           59         1456                6248                2419                  58                 810           1456             110.90                110.90               2.091   0.0002        4.73        0.8232       0.00011               0.9688              0.00011               0.8232              0.00009           26.34  285435     32  1960936  
NEGATIVE  quite_able                     340    51.24                49                   91                 63     163         52           60          108                6414                 163                  60                  65            108            1209.91               1209.91               2.204   0.0024       15.66        0.8205       0.00118               0.9659              0.00119               0.8203              0.00101          288.76  285435    352  1960936  
NEGATIVE  fully_sure                      28     4.22               701                 1109                 98    2688        733           61         1607                6421                2686                  61                 897           1607              99.54                 99.54               2.047   0.0002        4.49        0.8200       0.00010               0.9655              0.00010               0.8200              0.00008           23.78  285435     29  1960936  
NEGATIVE  ever_more                       27     4.08               725                 1140                101    2794        754           62         1667                6499                2794                  62                 932           1667              95.76                 95.76               2.032   0.0002        4.41        0.8187       0.00009               0.9643              0.00009               0.8187              0.00008           22.92  285435     28  1960936  
NEGATIVE  particularly_wrong             212    32.02                84                  150                 69     296         84           63          175                6554                 296                  63                 100            175             751.03                751.03               2.167   0.0015       12.36        0.8182       0.00074               0.9636              0.00074               0.8181              0.00063          179.98  285435    220  1960936  
NEGATIVE  inherently_illegal              26     3.93               756                 1181                109    2883        784           64         1725                6564                2881                  64                 969           1725              91.97                 91.97               2.016   0.0002        4.33        0.8174       0.00009               0.9630              0.00009               0.8174              0.00008           22.07  285435     27  1960936  
NEGATIVE  ever_wrong                     102    15.43               175                  308                 78     696        200           65          419                6621                 697                  65                 234            419             360.37                360.37               2.126   0.0007        8.57        0.8167       0.00035               0.9623              0.00036               0.8167              0.00030           86.57  285435    106  1960936  
NEGATIVE  entirely_clear                 329    49.78                52                   96                 72     171         55           66          111                6633                 172                  66                  67            111            1161.97               1161.97               2.157   0.0023       15.39        0.8166       0.00114               0.9620              0.00115               0.8164              0.00098          279.22  285435    342  1960936  
NEGATIVE  ever_available                  50     7.57               383                  647                 93    1511        408           67          909                6636                1512                  67                 505            909             176.40                176.40               2.074   0.0004        6.00        0.8160       0.00017               0.9615              0.00018               0.8160              0.00015           42.43  285435     52  1960936  
NEGATIVE  ever_dead                       25     3.78               780                 1218                118    2998        816           68         1794                6636                2996                  67                1010           1794              88.20                 88.20               1.999   0.0002        4.24        0.8160       0.00009               0.9615              0.00009               0.8160              0.00007           21.22  285435     26  1960936  
NEGATIVE  overly_special                  48     7.28               407                  685                 96    1562        422           69          946                6713                1561                  69                 530            946             168.85                168.85               2.057   0.0003        5.88        0.8145       0.00017               0.9600              0.00017               0.8144              0.00014           40.72  285435     50  1960936  
NEGATIVE  that_fond                       24     3.64               831                 1289                126    3108        851           70         1871                6713                3106                  69                1056           1871              84.42                 84.42               1.982   0.0002        4.16        0.8144       0.00008               0.9600              0.00008               0.8144              0.00007           20.36  285435     25  1960936  
NEGATIVE  too_sure                       539    81.95                23                   44                 84      79         29           71           51                6877                  79                  72                  32             51            1887.48               1887.48               2.112   0.0038       19.69        0.8120       0.00187               0.9574              0.00189               0.8118              0.00160          457.05  285435    563  1960936  
NEGATIVE  particularly_spectacular        45     6.84               443                  738                102    1662        448           72          993                6866                1662                  71                 555            993             157.54                157.54               2.029   0.0003        5.69        0.8119       0.00016               0.9574              0.00016               0.8119              0.00013           38.16  285435     47  1960936  
NEGATIVE  terribly_surprising             67    10.19               279                  483                 97    1107        299           73          637                6879                1107                  73                 360            637             234.43                234.43               2.054   0.0005        6.94        0.8116       0.00023               0.9571              0.00023               0.8116              0.00020           56.81  285435     70  1960936  
NEGATIVE  ever_worried                    22     3.35               916                 1408                139    3365        927           74         2034                6881                3363                  74                1140           2034              76.88                 76.88               1.945   0.0002        3.98        0.8110       0.00008               0.9565              0.00008               0.8110              0.00007           18.65  285435     23  1960936  
NEGATIVE  particularly_remarkable        108    16.45               170                  300                 95     641        184           75          393                6965                 641                  75                 219            393             376.92                376.92               2.064   0.0008        8.81        0.8102       0.00038               0.9558              0.00038               0.8102              0.00032           91.55  285435    113  1960936  
NEGATIVE  particularly_outstanding        42     6.40               475                  784                117    1790        484           76         1079                6993                1790                  76                 601           1079             146.24                146.24               1.999   0.0003        5.49        0.8090       0.00015               0.9545              0.00015               0.8090              0.00012           35.60  285435     44  1960936  
NEGATIVE  too_groundbreaking              21     3.20               967                 1479                147    3522        962           77         2116                6993                3518                  76                1186           2116              73.12                 73.12               1.925   0.0001        3.88        0.8090       0.00007               0.9545              0.00007               0.8090              0.00006           17.80  285435     22  1960936  
NEGATIVE  ever_late                       21     3.20               967                 1479                147    3522        962           77         2116                6993                3518                  76                1186           2116              73.12                 73.12               1.925   0.0001        3.88        0.8090       0.00007               0.9545              0.00007               0.8090              0.00006           17.80  285435     22  1960936  
NEGATIVE  more_antithetical               21     3.20               967                 1479                147    3522        962           77         2116                6993                3518                  76                1186           2116              73.12                 73.12               1.925   0.0001        3.88        0.8090       0.00007               0.9545              0.00007               0.8090              0.00006           17.80  285435     22  1960936  
NEGATIVE  really_permanent                20     3.06              1023                 1555                158    3693       1015           80         2217                7102                3691                  80                1243           2217              69.36                 69.36               1.904   0.0001        3.79        0.8068       0.00007               0.9524              0.00007               0.8068              0.00006           16.94  285435     21  1960936  
NEGATIVE  ever_open                       20     3.06              1023                 1555                158    3693       1015           80         2217                7102                3691                  80                1243           2217              69.36                 69.36               1.904   0.0001        3.79        0.8068       0.00007               0.9524              0.00007               0.8068              0.00006           16.94  285435     21  1960936  
NEGATIVE  exactly_easy                    20     3.06              1023                 1555                158    3693       1015           80         2217                7102                3691                  80                1243           2217              69.36                 69.36               1.904   0.0001        3.79        0.8068       0.00007               0.9524              0.00007               0.8068              0.00006           16.94  285435     21  1960936  
NEGATIVE  really_complete                 39     5.97               508                  836                132    1940        519           83         1170                7209                1936                  83                 646           1170             134.97                134.97               1.967   0.0003        5.29        0.8057       0.00014               0.9512              0.00014               0.8057              0.00012           33.03  285435     41  1960936  
NEGATIVE  more_off-putting                57     8.73               338                  573                124    1327        364           84          789                7235                1326                  84                 440            789             196.83                196.83               1.984   0.0004        6.39        0.8045       0.00020               0.9500              0.00020               0.8044              0.00017           48.27  285435     60  1960936  
NEGATIVE  ever_ok                         19     2.91              1096                 1654                169    3886       1063           85         2324                7235                3884                  84                1304           2324              65.61                 65.61               1.883   0.0001        3.69        0.8044       0.00007               0.9500              0.00007               0.8044              0.00006           16.09  285435     20  1960936  
NEGATIVE  particularly_cheap              19     2.91              1096                 1654                169    3886       1063           85         2324                7235                3884                  84                1304           2324              65.61                 65.61               1.883   0.0001        3.69        0.8044       0.00007               0.9500              0.00007               0.8044              0.00006           16.09  285435     20  1960936  
NEGATIVE  too_impressed                  131    20.09               143                  251                110     526        150           87          325                7341                 526                  87                 187            325             451.79                451.79               2.013   0.0009        9.69        0.8038       0.00045               0.9493              0.00046               0.8037              0.00039          110.91  285435    138  1960936  
NEGATIVE  too_spectacular                112    17.18               166                  293                114     617        177           88          381                7343                 617                  88                 211            381             386.17                386.17               2.007   0.0008        8.96        0.8036       0.00039               0.9492              0.00039               0.8036              0.00033           94.82  285435    118  1960936  
NEGATIVE  too_surprising                 205    31.44                89                  158                106     311         91           89          187                7347                 311                  89                 110            187             706.79                706.79               2.021   0.0014       12.12        0.8036       0.00071               0.9491              0.00072               0.8035              0.00061          173.56  285435    216  1960936  
NEGATIVE  too_careful                    677   103.93                16                   31                104      64         22           90           40                7377                  64                  90                  27             40            2331.28               2331.28               2.027   0.0047       22.02        0.8029       0.00235               0.9482              0.00237               0.8026              0.00201          573.07  285435    714  1960936  
NEGATIVE  particularly_groundbreaking     18     2.77              1168                 1749                188    4081       1107           91         2465                7386                4080                  91                1378           2465              61.86                 61.86               1.860   0.0001        3.59        0.8018       0.00006               0.9474              0.00006               0.8018              0.00005           15.23  285435     19  1960936  
