l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATIVE,particularly_outstanding,42,6.4046659,475,759,107,1790,484,66,1079,5561,1790,66,601,1079,146.2442630,146.2442630,1.9991491464,2.9424231e-04,5.49247929,0.8090030177,1.4595016e-04,0.95454545455,1.4714383e-04,0.8089848651,1.2470557e-04,35.5953341,285435,44,1960936
NEGATIVE,too_groundbreaking,21,3.2023330,965,1433,137,3522,962,67,2116,5561,3518,66,1186,2116,73.1208326,73.1208326,1.9250157297,1.4713249e-04,3.88376935,0.8089939413,7.2975080e-05,0.95454545455,7.3571917e-05,0.8089848651,6.2352784e-05,17.7976670,285435,22,1960936
NEGATIVE,ever_late,21,3.2023330,965,1433,137,3522,962,67,2116,5561,3518,66,1186,2116,73.1208326,73.1208326,1.9250157297,1.4713249e-04,3.88376935,0.8089939413,7.2975080e-05,0.95454545455,7.3571917e-05,0.8089848651,6.2352784e-05,17.7976670,285435,22,1960936
NEGATIVE,more_antithetical,21,3.2023330,965,1433,137,3522,962,67,2116,5561,3518,66,1186,2116,73.1208326,73.1208326,1.9250157297,1.4713249e-04,3.88376935,0.8089939413,7.2975080e-05,0.95454545455,7.3571917e-05,0.8089848651,6.2352784e-05,17.7976670,285435,22,1960936
NEGATIVE,really_permanent,20,3.0567724,1020,1504,148,3693,1015,70,2217,5670,3691,70,1243,2217,69.3616593,69.3616593,1.9043296092,1.4012667e-04,3.78862087,0.8068290034,6.9471656e-05,0.95238095238,7.0068492e-05,0.8068203629,5.9359320e-05,16.9432276,285435,21,1960936
NEGATIVE,ever_open,20,3.0567724,1020,1504,148,3693,1015,70,2217,5670,3691,70,1243,2217,69.3616593,69.3616593,1.9043296092,1.4012667e-04,3.78862087,0.8068290034,6.9471656e-05,0.95238095238,7.0068492e-05,0.8068203629,5.9359320e-05,16.9432276,285435,21,1960936
NEGATIVE,exactly_easy,20,3.0567724,1020,1504,148,3693,1015,70,2217,5670,3691,70,1243,2217,69.3616593,69.3616593,1.9043296092,1.4012667e-04,3.78862087,0.8068290034,6.9471656e-05,0.95238095238,7.0068492e-05,0.8068203629,5.9359320e-05,16.9432276,285435,21,1960936
NEGATIVE,really_complete,39,5.9679842,508,809,122,1940,519,73,1170,5777,1936,73,646,1170,134.9699033,134.9699033,1.9673527467,2.7322787e-04,5.28935571,0.8056757681,1.3543989e-04,0.95121951220,1.3663356e-04,0.8056589228,1.1572518e-04,33.0320158,285435,41,1960936
NEGATIVE,more_off-putting,57,8.7336354,338,555,114,1327,364,74,789,5803,1326,74,440,789,196.8281475,196.8281475,1.9843225928,3.9930647e-04,6.39303617,0.8044640253,1.9790469e-04,0.95000000000,1.9969520e-04,0.8044394106,1.6909757e-04,48.2663646,285435,60,1960936
NEGATIVE,too_impressed,131,20.0873613,143,247,100,526,150,75,325,5839,526,75,187,325,451.7918765,451.7918765,2.0126988743,9.1745368e-04,9.69048223,0.8037713379,4.5477077e-04,0.94927536232,4.5894862e-04,0.8037147729,3.8857407e-04,110.9126387,285435,138,1960936
NEGATIVE,too_spectacular,112,17.1761496,166,287,104,617,177,76,381,5841,617,76,211,381,386.1723589,386.1723589,2.0070448888,7.8444282e-04,8.96001167,0.8036403123,3.8880254e-04,0.94915254237,3.9238355e-04,0.8035919529,3.3220821e-04,94.8238504,285435,118,1960936
NEGATIVE,too_surprising,205,31.4410873,89,155,96,311,91,77,187,5845,311,77,110,187,706.7886450,706.7886450,2.0210599924,1.4353179e-03,12.12188027,0.8036020026,7.1163684e-04,0.94907407407,7.1820204e-04,0.8035134846,6.0805056e-04,173.5589127,285435,216,1960936
NEGATIVE,too_careful,677,103.9302609,16,30,94,64,22,78,40,5875,64,78,27,40,2331.2811855,2331.2811855,2.0265365656,4.7318006e-03,22.02485926,0.8029110317,2.3497355e-03,0.94817927171,2.3718185e-03,0.8026186823,2.0077066e-03,573.0697391,285435,714,1960936
NEGATIVE,ever_worth,53,8.1513930,367,605,125,1417,389,79,847,5917,1417,79,473,847,181.8345960,181.8345960,1.9530024429,3.7129016e-04,6.16042995,0.8008908537,1.8389099e-04,0.94642857143,1.8568150e-04,0.8008679820,1.5712371e-04,44.8486070,285435,56,1960936
NEGATIVE,exactly_clear,52,8.0058324,376,619,128,1442,400,80,868,5946,1442,80,484,868,178.0911019,178.0911019,1.9448064425,3.6428596e-04,6.10089335,0.7999163919,1.8038757e-04,0.94545454545,1.8217808e-04,0.7998939560,1.5413025e-04,43.9941676,285435,55,1960936
NEGATIVE,too_early,5200,803.0577719,2,3,111,3,3,81,3,6035,3,83,3,3,17795.4984524,17795.4984524,1.9908408665,3.5744728e-02,60.97461792,0.7992292401,1.8028611e-02,0.94254123618,1.8217808e-02,0.7969806467,1.5404356e-02,4396.9422281,285435,5517,1960936
NEGATIVE,particularly_new,407,62.7366140,39,73,112,139,41,82,77,5992,139,81,47,77,1391.4829944,1391.4829944,1.9902118415,2.8474880e-03,17.06450250,0.7989305552,1.4115697e-03,0.94431554524,1.4258938e-03,0.7987549558,1.2061008e-03,344.2633860,285435,431,1960936
NEGATIVE,too_fancy,530,81.8050513,24,45,115,80,31,83,54,6014,81,82,35,54,1808.1333430,1808.1333430,1.9822377204,3.7063326e-03,19.46834451,0.7977285361,1.8377163e-03,0.94306049822,1.8568150e-03,0.7974999088,1.5702172e-03,448.1949487,285435,562,1960936
NEGATIVE,ever_right,49,7.5691507,412,672,141,1537,416,84,932,6042,1537,84,520,932,166.8735729,166.8735729,1.9192477727,3.4327307e-04,5.91869276,0.7967682315,1.6987730e-04,0.94230769231,1.7166781e-04,0.7967471029,1.4514986e-04,41.4308493,285435,52,1960936
NEGATIVE,as_satisfying,226,34.9345415,81,143,123,275,77,85,167,6058,275,85,96,167,768.9007544,768.9007544,1.9626774090,1.5822176e-03,12.70948525,0.7962035250,7.8341825e-04,0.94166666667,7.9177396e-04,0.7961060772,6.6938343e-04,191.0654585,285435,240,1960936
NEGATIVE,slightly_close,32,4.9490600,634,987,158,2345,647,86,1422,6061,2343,86,777,1422,108.7578329,108.7578329,1.8826283602,2.2419247e-04,4.78197577,0.7956296763,1.1091591e-04,0.94117647059,1.1210959e-04,0.7956158812,9.4770928e-05,27.0509400,285435,34,1960936
NEGATIVE,too_major,187,28.9665573,99,172,127,357,104,87,209,6110,357,87,125,209,633.9738313,633.9738313,1.9450096003,1.3093679e-03,11.55654987,0.7942185020,6.4797836e-04,0.93969849246,6.5514040e-04,0.7941379030,5.5365825e-04,158.0334427,285435,199,1960936
NEGATIVE,particularly_likable,31,4.8034995,667,1035,171,2419,667,88,1462,6112,2419,88,814,1462,105.0264462,105.0264462,1.8690540313,2.1718722e-04,4.70503039,0.7938467094,1.0741249e-04,0.93939393939,1.0860616e-04,0.7938333500,9.1777464e-05,26.1965005,285435,33,1960936
NEGATIVE,that_keen,31,4.8034995,667,1035,171,2419,667,88,1462,6112,2419,88,814,1462,105.0264462,105.0264462,1.8690540313,2.1718722e-04,4.70503039,0.7938467094,1.0741249e-04,0.93939393939,1.0860616e-04,0.7938333500,9.1777464e-05,26.1965005,285435,33,1960936
NEGATIVE,really_free,139,21.5429672,136,236,133,494,141,90,303,6136,494,90,172,303,470.7983898,470.7983898,1.9356966467,9.7344730e-04,9.96257549,0.7936885027,4.8160449e-04,0.93918918919,4.8697602e-04,0.7936285998,4.1150186e-04,117.4570328,285435,148,1960936
NEGATIVE,too_pleased,1293,200.7280528,9,17,126,18,10,91,12,6163,18,91,10,12,4371.8194593,4371.8194593,1.9453366573,9.0162963e-03,30.37606527,0.7926327863,4.4786001e-03,0.93763596809,4.5299280e-03,0.7920753787,3.8266924e-03,1092.2719472,285435,1379,1960936
