l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATIVE,toxic,4,1.0149254,2,2,1,4,2,1,2,1,4,1,2,2,11.0607267,11.0607267,1.43462915,0.057142857,1.49253731,0.75187970,0.029411765,1.00000000,0.029411765,0.74626866,0.021949078,2.9850746,136,4,536
NEGATIVE,popular,3,0.7611940,3,3,2,9,3,2,4,1,9,1,3,4,8.2787217,8.2787217,1.32221929,0.043165468,1.29257523,0.75046904,0.022058824,1.00000000,0.022058824,0.74626866,0.016461809,2.2388060,136,3,536
NEGATIVE,late,8,2.2835821,1,1,3,1,1,3,1,24,1,3,1,1,16.5806564,16.5806564,1.24594132,0.110344828,2.02105893,0.64600464,0.056323529,0.88888889,0.058823529,0.63515755,0.042032485,5.7164179,136,9,536
NEGATIVE,exciting,3,1.0149254,5,5,4,10,4,4,7,32,9,4,5,7,4.3547790,4.3547790,0.84401230,0.042857143,1.14608337,0.50000000,0.019558824,0.75000000,0.022058824,0.49626866,0.014596137,1.9850746,136,4,536
NEGATIVE,effective,3,1.0149254,5,5,4,10,4,4,7,32,9,4,5,7,4.3547790,4.3547790,0.84401230,0.042857143,1.14608337,0.50000000,0.019558824,0.75000000,0.022058824,0.49626866,0.014596137,1.9850746,136,4,536
NEGATIVE,serious,3,1.2686567,13,14,9,12,7,6,9,38,9,6,7,9,2.6993351,2.6993351,0.62107510,0.042553191,0.99959151,0.34952919,0.017058824,0.60000000,0.022058824,0.34626866,0.012730465,1.7313433,136,5,536
NEGATIVE,bad,4,1.7761194,9,9,10,5,6,7,5,41,4,7,4,5,3.2166941,3.2166941,0.58626572,0.055944056,1.11194030,0.32190116,0.021911765,0.57142857,0.029411765,0.31769723,0.016352063,2.2238806,136,7,536
POSITIVE,young,9,6.7164179,4,4,6,8,10,8,3,1,8,8,10,3,5.3201167,5.3201167,0.82115449,0.044009780,0.76119403,0.25806452,0.022500000,1.00000000,0.022500000,0.25373134,0.005708955,2.2835821,400,9,536
POSITIVE,excited,6,4.4776119,7,7,7,17,11,9,10,1,17,8,12,10,3.5350726,3.5350726,0.65302900,0.029556650,0.62151232,0.25660377,0.015000000,1.00000000,0.015000000,0.25373134,0.003805970,1.5223881,400,6,536
POSITIVE,strong,6,4.4776119,7,7,7,17,11,9,10,1,17,8,12,10,3.5350726,3.5350726,0.65302900,0.029556650,0.62151232,0.25660377,0.015000000,1.00000000,0.015000000,0.25373134,0.003805970,1.5223881,400,6,536
POSITIVE,simple,5,3.7313433,10,11,11,19,13,11,15,1,19,8,15,15,2.9426707,2.9426707,0.57937885,0.024691358,0.56736053,0.25612053,0.012500000,1.00000000,0.012500000,0.25373134,0.003171642,1.2686567,400,5,536
POSITIVE,familiar,5,3.7313433,10,11,11,19,13,11,15,1,19,8,15,15,2.9426707,2.9426707,0.57937885,0.024691358,0.56736053,0.25612053,0.012500000,1.00000000,0.012500000,0.25373134,0.003171642,1.2686567,400,5,536
POSITIVE,more,5,3.7313433,10,11,11,19,13,11,15,1,19,8,15,15,2.9426707,2.9426707,0.57937885,0.024691358,0.56736053,0.25612053,0.012500000,1.00000000,0.012500000,0.25373134,0.003171642,1.2686567,400,5,536
POSITIVE,interested,4,2.9850746,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113197,0.019801980,0.50746269,0.25563910,0.010000000,1.00000000,0.010000000,0.25373134,0.002537313,1.0149254,400,4,536
POSITIVE,alive,4,2.9850746,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113197,0.019801980,0.50746269,0.25563910,0.010000000,1.00000000,0.010000000,0.25373134,0.002537313,1.0149254,400,4,536
POSITIVE,proud,4,2.9850746,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113197,0.019801980,0.50746269,0.25563910,0.010000000,1.00000000,0.010000000,0.25373134,0.002537313,1.0149254,400,4,536
POSITIVE,afraid,4,2.9850746,14,15,14,25,16,14,18,1,25,8,18,18,2.3515656,2.3515656,0.49113197,0.019801980,0.50746269,0.25563910,0.010000000,1.00000000,0.010000000,0.25373134,0.002537313,1.0149254,400,4,536
POSITIVE,unique,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,mundane,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,divisive,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,violent,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,expensive,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,beautiful,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,small,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,normal,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,aggressive,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,hard,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
POSITIVE,enthusiastic,3,2.2388060,18,19,20,32,21,18,22,1,32,8,22,22,1.7617517,1.7617517,0.38089356,0.014888337,0.43947558,0.25515947,0.007500000,1.00000000,0.007500000,0.25373134,0.001902985,0.7611940,400,3,536
NEGATIVE,available,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385587,0.042253521,0.85309965,0.24905660,0.014558824,0.50000000,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536
NEGATIVE,close,3,1.5223881,29,30,18,13,8,29,12,42,9,29,8,12,1.6889359,1.6889359,0.47385587,0.042253521,0.85309965,0.24905660,0.014558824,0.50000000,0.022058824,0.24626866,0.010864794,1.4776119,136,6,536
POSITIVE,important,20,17.9104478,31,34,31,2,20,31,6,25,2,31,11,6,1.0965596,1.0965596,0.20040256,0.094339623,0.46723808,0.09114583,0.020588235,0.83333333,0.050000000,0.08706468,0.005223881,2.0895522,400,24,536
POSITIVE,wrong,5,4.4776119,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630542,0.23361904,0.08805031,0.005147059,0.83333333,0.012500000,0.08706468,0.001305970,0.5223881,400,6,536
POSITIVE,special,5,4.4776119,33,40,33,22,33,32,33,25,19,31,34,33,0.2656371,0.2656371,0.09906424,0.024630542,0.23361904,0.08805031,0.005147059,0.83333333,0.012500000,0.08706468,0.001305970,0.5223881,400,6,536
POSITIVE,good,17,15.6716418,32,38,32,3,32,34,14,28,3,34,14,14,0.4903219,0.4903219,0.12827604,0.080760095,0.32217419,0.06583449,0.013088235,0.80952381,0.042500000,0.06325515,0.003320896,1.3283582,400,21,536
POSITIVE,right,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753086,0.13432836,0.05423729,0.002647059,0.80000000,0.010000000,0.05373134,0.000671642,0.2686567,400,5,536
POSITIVE,high,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753086,0.13432836,0.05423729,0.002647059,0.80000000,0.010000000,0.05373134,0.000671642,0.2686567,400,5,536
POSITIVE,ill,4,3.7313433,35,42,36,29,35,35,35,29,25,35,36,35,0.0810088,0.0810088,0.01081736,0.019753086,0.13432836,0.05423729,0.002647059,0.80000000,0.010000000,0.05373134,0.000671642,0.2686567,400,5,536
NEGATIVE,different,3,2.7910448,38,46,35,15,38,38,38,47,9,38,33,38,0.0210712,0.0210712,0.08300751,0.040816327,0.12064035,0.01939394,0.002058824,0.27272727,0.022058824,0.01899593,0.001536435,0.2089552,136,11,536
POSITIVE,difficult,3,2.9850746,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.00375940,0.000147059,0.75000000,0.007500000,0.00373134,0.000037313,0.0149254,400,4,536
POSITIVE,better,3,2.9850746,39,48,40,43,39,39,39,32,32,39,39,39,0.0002973,0.0002973,-0.09942105,0.014851485,0.00861717,0.00375940,0.000147059,0.75000000,0.007500000,0.00373134,0.000037313,0.0149254,400,4,536
POSITIVE,different,8,8.2089552,41,46,39,16,41,41,41,36,16,41,41,41,-0.0210712,0.0210712,-0.08300751,0.038929440,-0.07387683,-0.01939394,-0.002058824,0.72727273,0.020000000,-0.01899593,-0.000522388,-0.2089552,400,11,536
POSITIVE,happy,5,5.2238806,42,45,42,24,42,42,42,37,19,42,42,42,-0.0373396,0.0373396,-0.12600152,0.024570025,-0.10012245,-0.03240616,-0.002205882,0.71428571,0.012500000,-0.03198294,-0.000559701,-0.2238806,400,7,536
NEGATIVE,good,4,5.3283582,43,38,43,6,45,43,45,48,4,43,48,45,-0.4903219,0.4903219,-0.12827604,0.050955414,-0.66417910,-0.06583449,-0.013088235,0.19047619,0.029411765,-0.06325515,-0.009767340,-1.3283582,136,21,536
NEGATIVE,important,4,6.0895522,46,34,44,7,48,44,48,49,4,44,49,48,-1.0965596,1.0965596,-0.20040256,0.050000000,-1.04477612,-0.09114583,-0.020588235,0.16666667,0.029411765,-0.08706468,-0.015364355,-2.0895522,136,24,536
POSITIVE,big,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448681,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.60000000,0.007500000,-0.14626866,-0.001828358,-0.7313433,400,5,536
POSITIVE,sinister,3,3.7313433,44,36,45,45,43,45,43,38,32,45,43,43,-0.5171441,0.5171441,-0.32448681,0.014814815,-0.42224124,-0.14764595,-0.007205882,0.60000000,0.007500000,-0.14626866,-0.001828358,-0.7313433,400,5,536
POSITIVE,close,3,4.4776119,47,30,47,47,46,47,46,42,32,47,45,46,-1.6889359,1.6889359,-0.47385587,0.014778325,-0.85309965,-0.24905660,-0.014558824,0.50000000,0.007500000,-0.24626866,-0.003694030,-1.4776119,400,6,536
